10,YOLOv3_64.7.csv,64.7,72.241,,64.7,1.50111168831169
1,YOLOv3_64.9.csv,64.9,74.005,,64.9,1.53776623376623
16,YOLOv3_65.1.csv,65.1,72.241,,65.1,1.50111168831169
20,YOLOv3_65.3.csv,65.3,74.005,,65.3,1.53776623376623
15,YOLOv3_65.5.csv,65.5,54.629,,65.5,1.13514805194805
19,YOLOv3_65.7.csv,65.7,73.208,,65.7,1.52120519480519
6,YOLOv3_65.9.csv,65.9,42.901,,65.9,0.891449350649351
3,YOLOv3_66.1.csv,66.1,73.779,,66.1,1.53307012987013
14,YOLOv3_66.3.csv,66.3,37.34,,66.3,0.775896103896104
18,YOLOv3_66.5.csv,66.5,73.903,,66.5,1.53564675324675
17,YOLOv3_66.7.csv,66.7,40.511,,66.7,0.841787012987013
8,YOLOv3_66.9.csv,66.9,74.015,,66.9,1.53797402597403
0,YOLOv3_67.1.csv,67.1,47.268,,67.1,0.982192207792208
11,YOLOv3_67.3.csv,67.3,74.033,,67.3,1.53834805194805
2,YOLOv3_67.5.csv,67.5,42.148,,67.5,0.875802597402597
5,YOLOv3_67.7.csv,67.7,74.052,,67.7,1.53874285714286
9,YOLOv3_67.9.csv,67.9,43.573,,67.9,0.905412987012987
7,YOLOv3_68.1.csv,68.1,74.082,,68.1,1.53936623376623
21,YOLOv3_68.3.csv,68.3,44.301,,68.3,0.92054025974026
13,YOLOv3_68.5.csv,68.5,74.088,,68.5,1.53949090909091
4,YOLOv3_68.7.csv,68.7,46.651,,68.7,0.969371428571429
12,YOLOv3_68.77.csv,68.77,48.125,,68.77,1
,Filename,accuracy,HV,,accuracy,norm Hv
