pred_total_time,pred_average_power
958.2218268400003,3392.196090780754
688.3865595351979,3514.605127475392
921.4788080000001,3455.043706760767
601.6874088781842,3676.1468260531906
906.0297756599997,3545.165386952725
554.3709440378971,3892.1566163346038
898.1112444199996,3678.524002037684
11407.636226429997,3557.5097939039906
11794.483290701028,3586.2543781411514
8743.60985843337,3700.3207278935815
10251.480145923933,3728.179445938683
7940.238015033708,3861.450740492004
9688.48208369927,3951.7606044689674
12598.369625429998,3539.3752528395657
13818.921888398101,3576.4392262192696
9318.324286460354,3754.615525720393
11436.706692973417,3750.107005579835
8297.98346026738,3940.7707858440453
10513.34209554232,3985.822285436209
7842.767611777696,4213.062293535442
10027.992683884167,4359.396089929198
14609.98643666941,3705.2114332881674
14737.821427770396,3795.776306147921
10472.234383835686,3916.7391178755
11529.389840342623,4018.2198967858503
8526.874267548266,4377.266983214445
