pred_total_time,pred_average_power
12624.324526590008,3550.000253478634
7818.747267340263,3566.771516751515
8573.820429654783,3771.1761515972416
7059.469944020712,3670.3305525126148
7367.215788349793,4059.5166057868414
6779.856766547203,3830.7977621758155
15210.749436590004,3489.768938860738
8796.779724302514,3582.8580931713827
9832.072072142631,3813.065212229681
7659.67521905262,3710.138007184409
8168.051720789117,4133.332246041071
7215.004442960618,3887.678929490013
7377.146484768019,4622.022288707982
6979.79181711908,4172.3532728552245
17731.434514026798,3715.074700324779
9452.05710352924,3794.889128242628
11217.13170358822,4027.9629714845278
7849.501953950081,3944.7043806943966
8124.884684381095,4823.948546214701
