graph,order,host,freq,input_time,task_time,output_time,total_time,input_power,task_power,input_e,task_e,output_e,total_e,power_efficiency,pipelinetime
Alex,BBBBBBGB,BB,{{max}},10.8397,144.2113,0.180429,155.051,3452.3863636363635,4494.282514321207,37.422832465909096,648.1263239575298,0.6229106192045455,686.1720670426434,1.4573604027775924,95.0381
Alex,GGBBBGGG,BB,{{max}},11.7836,132.2276,0.506617,144.0112,3305.310004810005,3723.289120026943,38.94845097267917,492.3215844472746,1.67452623870683,532.9445616586605,1.876367772452247,91.2724
Alex,GGBBBGGB,BB,{{max}},11.4284,136.3618,0.176875,147.7902,3339.693121693121,3751.419627055088,38.167348871957664,511.5503329005605,0.5907082208994708,550.3083899934177,1.817162918435536,48.9664
Alex,BBBBBBBB,BB,{{max}},11.3039,153.5131,0.173986,164.817,3536.8139730639728,4537.30934202793,39.979791470117846,696.5364227536679,0.6153561159175084,737.1315703397032,1.3566099190937586,164.817
Alex,GGGGGGGG,BB,{{max}},11.7831,134.3059,0.504029,146.089,3302.683501683502,3489.1079784260937,38.915849968686864,468.60778723969713,1.664648262670034,509.188285471054,1.963910067323902,146.089
Alex,LLLLLLLL,BB,{{max}},32.3838,293.0752,0.306219,325.459,2377.906343217608,2959.4833098473555,77.00564343749038,867.3511629301756,0.7281601025137528,945.0849664701797,1.0581059221954654,325.459
