,Filename,HV
4,MobileV1_68.36.csv,1.4399815433229395
1,MobileV1_67.95.csv,1.651530427288702
2,MobileV1_67.75.csv,1.6515909200288197
3,MobileV1_67.55.csv,1.6516099987721256
0,MobileV1_68.15.csv,1.6516188312665374
5,MobileV1_67.35.csv,1.755621554020081
