graph,order,host,freq,input_time,task_time,output_time,total_time,input_power,task_power,input_e,task_e,output_e,total_e,power_efficiency,pipelinetime
InceptionV3,GGGGGGGGBBBBBBBBB,BB,"('{{max}}',)",21.972,362.632,0.226712,384.604,3553.0947252638434,5302.346829431799,78.06859730349717,1922.800635450512,0.8055292113540165,2001.674761965364,0.4995816598187712,251.1
InceptionV3,BBBBBBBBBBBBBBBBB,BB,"('{{max}}',)",20.6466,407.6864000000001,0.229543,428.333,3889.3641774891785,6223.419025283769,80.30214642694807,2537.203298109449,0.8927763213933985,2618.3982208577904,0.3819128778938747,428.333
InceptionV3,GGGGGGGGGGGGGGGGG,BB,"('{{max}}',)",21.1591,350.0809,1.79147,371.24,3283.6612448009505,3709.4480391637076,69.47931664486778,1298.6069080536658,5.882580610223559,1373.9688053087573,0.7278185619179911,371.24
