Unnamed: 0,graph,order,freq,predict_total_time,predict_average_power,input_time,task_time,total_time,input_power,task_power,input_e,task_e,total_e
89,YOLOv3,LLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLNLLLLLLBLL,"((4,), (2,), (2,), (2,), (3,), (4,), (2,), (5,), (1,), (2,), (2,), (3,), (2,), (3,), (4,), (3,), (3,), (3,), (3,), (2,), (4,), (2,), (3,), (3,), (1,), (1,), (1,), (2,), (4,), (4,), (3,), (3,), (4,), (3,), (4,), (4,), (3,), (4,), (3,), (1,), (3,), (5,), (3,), (2,), (3,), (3,), (3,), (2,), (2,), (3,), (3,), (3,), (2,), (3,), (3,), (2,), (2,), (1,), (5,), (2,), (2,), (1,), (4,), (5,), (5,), (0,), (5,), (0,), (4,), (3,), (2,), (3,), (2,), (4,), (2,))",5896.97443757267,4301.37472592526,302.295,6009.217000000001,6311.512000000001,3254.801109000556,4219.5830223067205,983.9101012453232,25356.39003055693,26340.30013180225
90,YOLOv3,LLNNNLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLBLNLLLLLLLLLLLLLLLLLLLLLLLLNLLLLLLLLL,"((4,), (2,), (0,), (0,), (0,), (3,), (2,), (3,), (2,), (2,), (1,), (2,), (5,), (3,), (4,), (3,), (4,), (2,), (3,), (4,), (4,), (2,), (3,), (3,), (1,), (1,), (2,), (2,), (3,), (4,), (4,), (5,), (1,), (4,), (2,), (2,), (2,), (3,), (1,), (1,), (0,), (4,), (3,), (2,), (4,), (3,), (4,), (2,), (2,), (4,), (3,), (3,), (4,), (3,), (3,), (2,), (2,), (3,), (4,), (3,), (3,), (1,), (2,), (1,), (3,), (0,), (1,), (4,), (1,), (2,), (2,), (3,), (2,), (3,), (3,))",6692.90948740362,4066.50370862731,359.926,7290.3127,7650.238700000001,3180.222197564426,4013.935365053347,1144.6446546805737,29262.84396882756,30407.48862350813
91,YOLOv3,LLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLNLLLLLLLLL,"((5,), (3,), (4,), (4,), (4,), (5,), (4,), (5,), (4,), (3,), (2,), (4,), (5,), (4,), (4,), (4,), (3,), (3,), (4,), (4,), (4,), (3,), (5,), (3,), (4,), (4,), (4,), (4,), (4,), (5,), (4,), (5,), (4,), (5,), (2,), (4,), (3,), (3,), (4,), (4,), (4,), (5,), (4,), (4,), (4,), (5,), (4,), (4,), (4,), (4,), (4,), (4,), (5,), (4,), (5,), (5,), (5,), (5,), (5,), (4,), (4,), (4,), (4,), (5,), (5,), (0,), (4,), (5,), (4,), (3,), (4,), (3,), (4,), (4,), (4,))",4770.14630986714,4849.30433096931,302.135,4807.686,5109.821,3296.1968238269865,4910.60640102952,995.8964273669663,23608.653645740007,24604.550073106973
92,YOLOv3,LLNNNLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLBBLNLLLLLLLLBLLLLLLLLLLLLLLLNLLLLLLBBL,"((4,), (2,), (0,), (0,), (0,), (3,), (2,), (4,), (2,), (1,), (1,), (1,), (3,), (1,), (1,), (1,), (3,), (1,), (2,), (2,), (1,), (1,), (3,), (2,), (1,), (1,), (2,), (2,), (3,), (3,), (1,), (3,), (1,), (4,), (2,), (2,), (2,), (1,), (0,), (1,), (0,), (4,), (1,), (1,), (1,), (3,), (3,), (1,), (2,), (0,), (3,), (2,), (0,), (1,), (1,), (1,), (1,), (3,), (3,), (3,), (2,), (1,), (1,), (1,), (3,), (0,), (1,), (4,), (4,), (2,), (1,), (3,), (1,), (1,), (3,))",7861.08923225244,3870.87105479328,302.085,8672.930299999998,8975.015299999997,3231.2212910494736,3824.0580894391815,976.10348370668,33165.78927285718,34141.892756563866
93,YOLOv3,LLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLNLLLLLLLLL,"((5,), (4,), (4,), (4,), (4,), (5,), (4,), (5,), (4,), (3,), (2,), (4,), (5,), (3,), (4,), (4,), (3,), (3,), (4,), (4,), (4,), (3,), (5,), (4,), (4,), (4,), (4,), (4,), (4,), (5,), (4,), (5,), (4,), (4,), (2,), (4,), (3,), (3,), (4,), (4,), (4,), (5,), (4,), (4,), (4,), (5,), (4,), (3,), (4,), (4,), (4,), (4,), (5,), (4,), (4,), (5,), (5,), (5,), (5,), (5,), (4,), (4,), (4,), (5,), (5,), (0,), (4,), (5,), (4,), (3,), (4,), (2,), (4,), (4,), (4,))",4762.82199909593,4854.68289321257,302.125,4779.239,5081.364,3317.8596716174943,4937.68651038349,1002.4083532874356,23598.38394019868,24600.79229348612
94,YOLOv3,LLNNNLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLBBLNLLLLLLBLBNLLLLLLLLLLLLLLNLLLLLBBBL,"((1,), (1,), (0,), (0,), (0,), (2,), (2,), (4,), (1,), (1,), (0,), (2,), (2,), (1,), (2,), (1,), (4,), (2,), (3,), (2,), (1,), (1,), (3,), (1,), (1,), (1,), (1,), (2,), (3,), (3,), (1,), (3,), (1,), (3,), (2,), (0,), (2,), (1,), (1,), (1,), (0,), (4,), (3,), (1,), (1,), (0,), (3,), (0,), (2,), (0,), (0,), (2,), (1,), (1,), (2,), (1,), (1,), (1,), (3,), (1,), (2,), (1,), (1,), (1,), (2,), (0,), (0,), (0,), (0,), (2,), (1,), (0,), (1,), (1,), (0,))",9149.5924300707,3733.83657140535,604.007,9818.298900000002,10422.3059,3058.439310338045,3717.0564230224295,1847.3187525193512,36495.17098939906,38342.48974191841
95,YOLOv3,LLNNNLLLLLLLLLLLLLLLLLLBLBLLLLLLLLLLLBBLNLLLLLLBLBNLLBLBLLLBLLLLLNLLLLLBBBL,"((1,), (1,), (0,), (0,), (0,), (3,), (0,), (2,), (1,), (1,), (0,), (1,), (3,), (1,), (2,), (1,), (4,), (1,), (1,), (0,), (1,), (1,), (3,), (0,), (0,), (1,), (1,), (1,), (2,), (0,), (1,), (3,), (3,), (3,), (2,), (1,), (2,), (1,), (0,), (0,), (0,), (2,), (0,), (1,), (1,), (0,), (3,), (0,), (2,), (0,), (0,), (2,), (4,), (0,), (1,), (0,), (0,), (1,), (3,), (1,), (2,), (0,), (1,), (1,), (2,), (0,), (1,), (0,), (2,), (2,), (0,), (1,), (0,), (0,), (0,))",10273.0021550377,3660.81103280782,604.156,10579.2619,11183.417900000002,3124.586238963898,3633.844908174056,1887.7375237874724,38443.39698755479,40331.134511342265
96,YOLOv3,LLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLNLLLLLLLLL,"((4,), (3,), (3,), (3,), (2,), (5,), (3,), (4,), (4,), (3,), (2,), (3,), (4,), (3,), (4,), (4,), (4,), (2,), (3,), (4,), (4,), (3,), (4,), (3,), (5,), (1,), (3,), (4,), (4,), (3,), (4,), (3,), (4,), (3,), (2,), (3,), (3,), (3,), (1,), (1,), (3,), (4,), (4,), (3,), (3,), (3,), (3,), (1,), (2,), (4,), (3,), (3,), (5,), (2,), (3,), (2,), (1,), (3,), (5,), (4,), (3,), (4,), (1,), (5,), (4,), (0,), (1,), (4,), (2,), (2,), (4,), (3,), (4,), (4,), (3,))",5431.48406362571,4462.59769497537,359.544,5531.170999999999,5890.714999999999,3236.903324736756,4520.506252646629,1163.809168989152,25003.693089957706,26167.502258946857
97,YOLOv3,LBNNNBLLLBLLLLLLLLBNLLLBLBLLLLLLLLLLLBBLNLLLLLLBLBNLLBLLLLLGBLLLLNGLLBGBBBL,"((1,), (0,), (0,), (0,), (0,), (1,), (0,), (2,), (1,), (0,), (0,), (1,), (2,), (0,), (3,), (0,), (3,), (1,), (0,), (0,), (1,), (0,), (1,), (0,), (0,), (0,), (1,), (2,), (1,), (3,), (1,), (3,), (0,), (0,), (2,), (0,), (0,), (0,), (0,), (0,), (0,), (2,), (0,), (1,), (1,), (0,), (3,), (0,), (2,), (0,), (0,), (1,), (0,), (0,), (1,), (1,), (0,), (0,), (3,), (0, 7), (0,), (0,), (1,), (1,), (2,), (0,), (2, 7), (1,), (1,), (0,), (0, 7), (0,), (0,), (0,), (2,))",12401.3453278862,3571.61944788158,604.099,14257.049799999999,14861.148799999999,3125.2591328006715,3540.09400804358,1887.9659168657531,50471.296569358914,52359.26248622467
98,YOLOv3,LLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLNLLLLLLLLL,"((5,), (5,), (4,), (4,), (4,), (5,), (4,), (5,), (5,), (4,), (1,), (4,), (5,), (4,), (4,), (4,), (4,), (3,), (2,), (4,), (5,), (3,), (3,), (4,), (4,), (5,), (4,), (5,), (4,), (5,), (4,), (3,), (4,), (4,), (5,), (4,), (5,), (4,), (4,), (5,), (4,), (4,), (4,), (4,), (4,), (5,), (5,), (4,), (4,), (4,), (4,), (4,), (5,), (3,), (4,), (5,), (4,), (5,), (5,), (4,), (5,), (4,), (4,), (5,), (5,), (0,), (4,), (2,), (4,), (3,), (4,), (4,), (5,), (4,), (5,))",4626.2949900604,5007.53739907776,256.086,4576.031,4832.117,3453.5634483764075,5122.114370122929,884.4092492409208,23438.954143228,24323.36339246892
99,YOLOv3,LLNNNLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLBBLNLLLLLLBLBNLLLLLLLLLLLLLLNLLLLLBBBL,"((1,), (1,), (0,), (0,), (0,), (3,), (2,), (3,), (1,), (1,), (0,), (1,), (3,), (1,), (3,), (1,), (4,), (2,), (1,), (0,), (1,), (4,), (3,), (2,), (1,), (1,), (1,), (2,), (2,), (4,), (2,), (3,), (1,), (1,), (2,), (0,), (2,), (1,), (0,), (1,), (0,), (4,), (1,), (1,), (1,), (0,), (3,), (0,), (2,), (0,), (0,), (2,), (4,), (2,), (3,), (0,), (0,), (1,), (3,), (0,), (2,), (1,), (1,), (1,), (2,), (0,), (1,), (1,), (0,), (1,), (1,), (1,), (1,), (1,), (0,))",9262.19479624215,3729.25685191544,603.945,9893.290400000002,10497.2354,3063.633063841924,3710.459053439765,1850.265870742011,36708.64893298872,38558.91480373073
