pred_total_time,pred_average_power
378.31390560000006,3208.4400658852956
346.0705374000001,3245.2129510895834
328.135312,3258.3159454296247
318.3715846,3281.132686209798
311.1818086,3316.3989382992086
306.91936960000004,3349.9316301054537
303.3410296,3396.3371965007823
299.77955130000004,3454.7441302218604
310.7159098010398,3240.8956333518327
278.4725416010398,3290.3528935799945
260.5373162010397,3309.962945044061
250.7735888010397,3340.9409646193913
243.5838128010397,3387.7594461157455
239.32137380103973,3432.034649259741
235.74303380103973,3492.9929926533314
232.18155550103972,3569.887308680085
276.1807921934659,3283.814134856847
243.93742399346593,3345.9461593525416
226.0021985934659,3372.964604170189
216.2384711934659,3411.734764364345
209.0486951934659,3468.722519221014
204.78625619346593,3522.149457168297
201.20791619346593,3595.1732551718233
197.64643789346593,3687.3446845488993
253.07373962598786,3338.259622676503
220.83037142598792,3414.8425302012697
202.89514602598788,3451.02821534742
193.13141862598783,3498.383493182435
185.94164262598787,3565.8035749276223
181.67920362598787,3628.3033242301644
178.10086362598787,3712.9341370775255
174.53938532598787,3819.7109398181565
241.84309583461618,3368.968219740771
209.59972763461622,3454.378543111193
191.66450223461618,3496.384167944529
181.9007748346162,3549.097715501143
174.71099883461625,3622.9386570000606
170.44855983461622,3690.9852247942226
166.8702198346162,3782.6559736235204
163.30874153461622,3898.29626420353
232.21600286017005,3447.5488644782586
199.9726346601701,3549.741273014643
182.03740926017008,3603.363983148701
172.2736818601701,3665.086451624275
165.0839058601701,3748.2850990263205
160.82146686017006,3823.727272773913
157.24312686017007,3924.0312701851426
153.68164856017006,4050.1919117310194
334.85558459999993,3303.989186829448
302.2950518494506,3356.4316330404113
284.11282234547247,3379.0270456036606
274.1725208755641,3410.1424672213216
266.8775224798035,3455.2192397834983
262.47461036767567,3497.4747113966027
258.86633936500874,3554.3224290568987
255.21391976588552,3625.8009526292635
279.8792950612542,3327.9683575125878
247.32472525199276,3395.2155827135407
228.84696628616976,3427.1706183329343
218.74626374385974,3468.5904595353454
208.7636690785069,3537.6370415529173
207.73610330285018,3580.299799370696
204.0952168295098,3653.9681722857927
200.5026150112538,3746.4155558854864
255.87486190989938,3377.7954567859692
220.6157009812028,3464.5103760256247
200.45481966724645,3513.2066523397325
190.57400116319562,3564.7978898363144
183.30416491677806,3636.461429058457
178.98918774304215,3702.47826834174
174.15181898741943,3801.1722946760815
171.7742830180262,3901.425920872119
240.70247429874644,3416.8120438266656
206.16789605461372,3514.800952077408
186.45633923333855,3571.5281108100316
174.41362920639583,3637.652061247821
167.15370082226403,3719.3632223578516
162.2360711403016,3800.383471867398
159.24106009266018,3893.1168435076324
155.6430149758364,4017.8286775058104
230.31296677287293,3460.934454878879
196.00786937186885,3570.209558425765
176.29249270742977,3635.4194427992047
164.7206679224919,3707.0772370738573
156.23200651204277,3810.0672379297994
151.92767437996352,3892.696942924065
148.3213113491109,4001.455734538949
144.0327092063437,4154.186893402411
223.55886640743722,3514.7443068252933
189.13919041464942,3637.4953520183353
169.78905232360924,3710.286711025226
158.3891923348528,3788.382268915862
149.96614751193772,3899.517727446433
144.50997875385676,4003.3745614359245
140.9087102412214,4120.598471468047
137.31906410214856,4267.789122468194
218.38242514681554,3566.85294339527
184.6447713573093,3696.835208041376
164.81887898246072,3780.2839801115706
153.31006320470254,3866.067566357211
144.95618289579133,3984.186483682466
139.736820940812,4088.8776776902846
135.43624275385676,4236.694332718917
131.75346425831913,4396.43308154659
214.11213681997788,3641.7797150225533
180.17446358119722,3788.6898033888133
160.93877571659635,3878.7534671589283
149.66642321546408,3968.885234396534
141.28582019170884,4095.640964060243
136.04980166476608,4206.350369709834
131.95246133949803,4355.051530135926
127.39480545385679,4555.311637083667
317.357637991688,3520.6397760443683
282.26860045297934,3603.8684528576077
263.0209019942673,3646.8813624993168
252.58646866618326,3692.9380930837365
245.32342294697898,3753.1562229854526
241.09954602373753,3807.096689898243
237.39515895422926,3877.5956871348767
233.79588871238462,3966.609324872959
275.8835941780195,3572.7108047382167
240.7800620890734,3677.8498389147258
221.52955915039493,3735.3360166834464
211.09400284758564,3794.9353572974874
203.82768086945143,3871.173121324899
199.60411881005626,3938.928462855147
195.897873939287,4027.13228323372
192.29725749370712,4138.491248374902
255.4944883251375,3600.3429325986463
220.39432633404914,3719.60473575168
201.14445469495536,3786.9120657448448
190.7091680345872,3855.7059816757164
183.44360945269565,3942.821482116039
179.21998884400352,4019.973046821946
175.51414503703566,4120.134491242899
171.91384263581605,4246.647570227457
242.72424914577968,3655.5489765892157
207.5363633484583,3791.2529903259365
188.26923340695845,3870.3517128338945
177.8276307797897,3950.447475790396
170.54207144919147,4049.6931973824408
166.3205627674628,4136.811881298634
162.6030628389261,4251.005372794327
158.99452460511938,4394.903194493901
235.27938314473067,3749.550873270822
200.10286974612427,3906.6050630983273
180.83803352064717,4001.188061434484
170.39780599481182,4092.9229457393512
163.11452443450528,4203.127106518563
158.89271025971541,4298.522989453828
155.17682394530468,4422.348351717262
151.56918680858013,4577.7409053325655
