graph,order,host,freq,input_time,task_time,output_time,total_time,input_power,task_power,input_e,task_e,output_e,total_e,power_efficiency,pipelinetime,,Power,,pred_total_time,pred_average_power
MobileV1,GGGGGGGGGGGGGG,BB,"((0, 7), (0, 7), (0, 7), (0, 7), (0, 7), (0, 7), (0, 7), (0, 7), (0, 7), (0, 7), (0, 7), (0, 7), (0, 7), (0, 7))",12.505,418.345,0.354171,430.85,4616.55555555556,3756.85526618958,57.7300272222222,1571.66161633408,1.63505009766667,1631.02669365397,0.613110750357931,430.85,,3.78560216700469,,430.85,3785.60216700469
MobileV1,GGGGGGGGGGGGGG,BB,"((1, 7), (1, 7), (1, 7), (1, 7), (1, 7), (1, 7), (1, 7), (1, 7), (1, 7), (1, 7), (1, 7), (1, 7), (1, 7), (1, 7))",12.7346,285.2354,0.468271,297.97,4681.78632478633,4059.0930269624,59.6206761316239,1157.79702318283,2.19234476409402,1219.61004407855,0.819934211640187,297.97,,4.09306320796909,,297.97,4093.06320796909
MobileV1,GGGGGGGGGGGGGG,BB,"((2, 7), (2, 7), (2, 7), (2, 7), (2, 7), (2, 7), (2, 7), (2, 7), (2, 7), (2, 7), (2, 7), (2, 7), (2, 7), (2, 7))",12.6303,221.2747,0.487754,233.905,4700.91452991453,4347.19133410228,59.3739607871795,961.923458296081,2.29288986562393,1023.59030894888,0.976953368215151,233.905,,4.37609417904226,,233.905,4376.09417904226
MobileV1,GGGGGGGGGGGGGG,BB,"((3, 7), (3, 7), (3, 7), (3, 7), (3, 7), (3, 7), (3, 7), (3, 7), (3, 7), (3, 7), (3, 7), (3, 7), (3, 7), (3, 7))",12.581,160.518,0.372021,173.099,4834.54700854701,5006.01004482642,60.8234359145299,803.554720375447,1.79855301266667,866.176709302643,1.15449883292879,173.099,,5.00393826251245,,173.099,5003.93826251245
MobileV1,GGGGGGGGGGGGGG,BB,"((4, 7), (4, 7), (4, 7), (4, 7), (4, 7), (4, 7), (4, 7), (4, 7), (4, 7), (4, 7), (4, 7), (4, 7), (4, 7), (4, 7))",12.5076,134.6444,0.349942,147.152,5109.35683760684,5924.99937322017,63.9057915820513,797.767985607606,1.78797855046581,863.461755740123,1.15812888451885,147.152,,5.86782208695854,,147.152,5867.82208695854
