,graph,order,freq,pred_average_power,pred_total_time,,,power,time
55,YOLOv3,NNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNLBNNLLLBNLBBLNNLLLBLLNNLLLBLLBL,"((7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (4,), (0,), (7,), (7,), (1,), (0,), (2,), (0,), (7,), (0,), (1,), (0,), (1,), (7,), (7,), (3,), (0,), (0,), (0,), (0,), (0,), (7,), (7,), (2,), (0,), (0,), (0,), (0,), (1,), (0,), (0,))",3861.06859045282,4089.79985528348,,,3.86106859045282,4.08979985528348
56,YOLOv3,NNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNBBLNLLLBNNBBLNNLLLLLLNNLBBLLLBL,"((7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (0,), (0,), (0,), (7,), (1,), (0,), (2,), (0,), (7,), (7,), (0,), (0,), (1,), (7,), (7,), (4,), (0,), (1,), (2,), (0,), (0,), (7,), (7,), (2,), (0,), (0,), (3,), (0,), (1,), (0,), (0,))",3861.12666442129,3996.20093508983,,,3.86112666442129,3.99620093508983
89,YOLOv3,NNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNLBNNLLLBNNBBLNNLLLLLLNNLBBBLLBL,"((7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (4,), (0,), (7,), (7,), (1,), (0,), (2,), (0,), (7,), (7,), (0,), (0,), (1,), (7,), (7,), (4,), (0,), (1,), (3,), (0,), (0,), (7,), (7,), (2,), (0,), (0,), (0,), (0,), (1,), (0,), (0,))",3862.76286462909,3952.21133441705,,,3.86276286462909,3.95221133441705
77,YOLOv3,NNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNLBNNLLLBNNLBLNNLLLBLLNNLLLBLLBL,"((7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (4,), (0,), (7,), (7,), (1,), (0,), (2,), (0,), (7,), (7,), (2,), (0,), (1,), (7,), (7,), (3,), (0,), (0,), (0,), (0,), (0,), (7,), (7,), (2,), (0,), (0,), (0,), (0,), (1,), (0,), (0,))",3868.60814227571,3915.3705553657,,,3.86860814227571,3.9153705553657
14,YOLOv3,NNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNLBNNLLLBNNBBLNNLLLLLLNNLBBBLLBL,"((7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (4,), (0,), (7,), (7,), (1,), (0,), (2,), (0,), (7,), (7,), (0,), (0,), (1,), (7,), (7,), (4,), (1,), (1,), (3,), (0,), (0,), (7,), (7,), (2,), (0,), (0,), (0,), (1,), (1,), (0,), (0,))",3876.49912589433,3875.8289236759,,,3.87649912589433,3.8758289236759
13,YOLOv3,NNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNLBNNLNLBNNLBLNNLLLBLLNNLLLBLLBL,"((7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (4,), (0,), (7,), (7,), (3,), (7,), (2,), (0,), (7,), (7,), (1,), (0,), (1,), (7,), (7,), (3,), (1,), (0,), (0,), (0,), (0,), (7,), (7,), (2,), (0,), (0,), (0,), (0,), (1,), (0,), (0,))",3890.73553600027,3764.82894272985,,,3.89073553600027,3.76482894272985
71,YOLOv3,NNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNLBNNLLLBNNLBLNNLLLBLLNNLLLLLLBL,"((7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (4,), (0,), (7,), (7,), (1,), (0,), (2,), (0,), (7,), (7,), (3,), (0,), (1,), (7,), (7,), (3,), (1,), (1,), (0,), (0,), (2,), (7,), (7,), (2,), (1,), (0,), (2,), (0,), (1,), (0,), (0,))",3902.41682691476,3722.48258345907,,,3.90241682691476,3.72248258345907
90,YOLOv3,NNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNLBNNLLLBNNLBLNNLLLBLLNNLLLLLLBL,"((7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (4,), (0,), (7,), (7,), (1,), (0,), (2,), (0,), (7,), (7,), (3,), (0,), (1,), (7,), (7,), (3,), (1,), (1,), (0,), (0,), (0,), (7,), (7,), (2,), (1,), (1,), (2,), (0,), (1,), (0,), (0,))",3908.29184102192,3691.21891703767,,,3.90829184102192,3.69121891703767
75,YOLOv3,NNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNLBNNLNLBNNLBLNNLLLLLLNNLLLBLLBL,"((7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (4,), (0,), (7,), (7,), (1,), (7,), (2,), (0,), (7,), (7,), (2,), (0,), (1,), (7,), (7,), (3,), (1,), (0,), (5,), (0,), (0,), (7,), (7,), (2,), (0,), (0,), (0,), (2,), (1,), (0,), (0,))",3926.08420860999,3620.75591767161,,,3.92608420860999,3.62075591767161
80,YOLOv3,NNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNLBNNLNLBNNBBLNNLNNLLLNNLLBLLLBL,"((7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (4,), (0,), (7,), (7,), (1,), (7,), (2,), (0,), (7,), (7,), (0,), (0,), (1,), (7,), (7,), (3,), (7,), (7,), (2,), (0,), (0,), (7,), (7,), (2,), (0,), (0,), (2,), (1,), (1,), (0,), (0,))",3935.65589916395,3568.36529736839,,,3.93565589916395,3.56836529736839
49,YOLOv3,NNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNLBNNLNLBNNLBLNNLLNLLLNNLLLLLLBL,"((7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (4,), (0,), (7,), (7,), (1,), (7,), (2,), (0,), (7,), (7,), (2,), (0,), (1,), (7,), (7,), (2,), (1,), (7,), (3,), (0,), (0,), (7,), (7,), (2,), (0,), (0,), (4,), (1,), (1,), (0,), (0,))",3955.89620387456,3466.64917083339,,,3.95589620387456,3.46664917083339
30,YOLOv3,NNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNLBNNLNLBNNLBLNNLLNLNLNNLLLLLLBL,"((7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (3,), (0,), (7,), (7,), (1,), (7,), (2,), (0,), (7,), (7,), (1,), (0,), (1,), (7,), (7,), (3,), (1,), (7,), (2,), (7,), (1,), (7,), (7,), (2,), (0,), (0,), (4,), (0,), (1,), (0,), (0,))",3971.61574745548,3398.24862527687,,,3.97161574745548,3.39824862527687
17,YOLOv3,NNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNLLNNLNLBNNLBLNNLLLLNLNNLLLBLLBL,"((7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (4,), (1,), (7,), (7,), (3,), (7,), (2,), (0,), (7,), (7,), (1,), (0,), (1,), (7,), (7,), (3,), (0,), (0,), (2,), (7,), (0,), (7,), (7,), (2,), (0,), (1,), (0,), (0,), (1,), (0,), (0,))",3985.70876347337,3376.35847728129,,,3.98570876347337,3.37635847728129
12,YOLOv3,NNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNLBNNLNLBNNLBLNNLLNLNLNNLLLLLLLL,"((7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (3,), (0,), (7,), (7,), (1,), (7,), (2,), (0,), (7,), (7,), (1,), (0,), (1,), (7,), (7,), (3,), (1,), (7,), (3,), (7,), (1,), (7,), (7,), (2,), (1,), (0,), (4,), (0,), (1,), (0,), (0,))",4003.52217896207,3286.12287417118,,,4.00352217896207,3.28612287417118
34,YOLOv3,NNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNLBNNLNLBNNLBLNNLLNLNLNNLLLLLLLL,"((7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (3,), (0,), (7,), (7,), (1,), (7,), (2,), (0,), (7,), (7,), (3,), (0,), (1,), (7,), (7,), (3,), (1,), (7,), (2,), (7,), (0,), (7,), (7,), (2,), (0,), (0,), (4,), (2,), (1,), (0,), (0,))",4019.13457427244,3241.06709093378,,,4.01913457427244,3.24106709093378
41,YOLOv3,NNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNLBNNLNLBNNNBLNNLLNLNLNNLLLLLLLL,"((7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (4,), (0,), (7,), (7,), (2,), (7,), (2,), (0,), (7,), (7,), (7,), (0,), (0,), (7,), (7,), (2,), (0,), (7,), (3,), (7,), (2,), (7,), (7,), (5,), (1,), (0,), (4,), (2,), (1,), (0,), (0,))",4028.24428376026,3187.50917698604,,,4.02824428376026,3.18750917698604
53,YOLOv3,NNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNLLNNLNLBNNLBLNNLLNLNLNNLLLLLLBL,"((7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (4,), (1,), (7,), (7,), (3,), (7,), (2,), (0,), (7,), (7,), (1,), (0,), (1,), (7,), (7,), (3,), (1,), (7,), (3,), (7,), (0,), (7,), (7,), (2,), (0,), (1,), (4,), (0,), (1,), (0,), (0,))",4046.71983479123,3157.50950160921,,,4.04671983479123,3.15750950160921
74,YOLOv3,NNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNLLNNLNLBNNLBLNNLLNLNLNNLLLLLLBL,"((7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (4,), (1,), (7,), (7,), (3,), (7,), (2,), (0,), (7,), (7,), (1,), (0,), (1,), (7,), (7,), (3,), (1,), (7,), (3,), (7,), (1,), (7,), (7,), (2,), (1,), (1,), (3,), (0,), (1,), (0,), (0,))",4055.3941835205,3118.36000141394,,,4.0553941835205,3.11836000141394
51,YOLOv3,NNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNLBNNLNLBNNNBLNNLLNLNLNNLLLLLLLL,"((7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (4,), (0,), (7,), (7,), (2,), (7,), (4,), (0,), (7,), (7,), (7,), (0,), (2,), (7,), (7,), (2,), (1,), (7,), (3,), (7,), (2,), (7,), (7,), (5,), (1,), (1,), (4,), (2,), (1,), (0,), (0,))",4062.21798460121,3078.56420213681,,,4.06221798460121,3.07856420213681
72,YOLOv3,NNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNLBNNLNLBNNLBLNNLLNLNLNNLLLLLLNN,"((7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (4,), (0,), (7,), (7,), (1,), (7,), (2,), (0,), (7,), (7,), (0,), (0,), (0,), (7,), (7,), (3,), (0,), (7,), (3,), (7,), (1,), (7,), (7,), (2,), (0,), (0,), (4,), (0,), (1,), (7,), (7,))",4085.26683949288,3056.51299398296,,,4.08526683949288,3.05651299398296
93,YOLOv3,NNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNLLNNLNLBNNLBLNNLLNLNLNNLLLLLLLL,"((7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (4,), (2,), (7,), (7,), (3,), (7,), (2,), (0,), (7,), (7,), (1,), (0,), (2,), (7,), (7,), (3,), (1,), (7,), (2,), (7,), (1,), (7,), (7,), (2,), (0,), (0,), (4,), (1,), (1,), (0,), (0,))",4089.11893202546,3033.96946161444,,,4.08911893202546,3.03396946161444
63,YOLOv3,NNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNLBNNLNLLNNLBLNNLLNLNLNNLLLLLLBL,"((7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (4,), (0,), (7,), (7,), (2,), (7,), (2,), (5,), (7,), (7,), (3,), (0,), (1,), (7,), (7,), (3,), (1,), (7,), (3,), (7,), (1,), (7,), (7,), (2,), (3,), (1,), (4,), (0,), (1,), (0,), (0,))",4109.36197711896,3030.65153635005,,,4.10936197711896,3.03065153635005
32,YOLOv3,NNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNLLNNLNLBNNLBLNNLLNLNLNNLLLLLLLL,"((7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (4,), (1,), (7,), (7,), (2,), (7,), (4,), (0,), (7,), (7,), (1,), (0,), (2,), (7,), (7,), (3,), (1,), (7,), (3,), (7,), (2,), (7,), (7,), (2,), (1,), (1,), (4,), (1,), (1,), (0,), (0,))",4110.91897525901,2965.7416987072,,,4.11091897525901,2.9657416987072
29,YOLOv3,NNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNLLNNLNLBNNLBLNNLLNLNLNNLLLLLLLL,"((7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (4,), (2,), (7,), (7,), (2,), (7,), (2,), (0,), (7,), (7,), (1,), (0,), (1,), (7,), (7,), (3,), (1,), (7,), (2,), (7,), (1,), (7,), (7,), (2,), (1,), (1,), (4,), (3,), (2,), (0,), (0,))",4130.03107302405,2913.47945493479,,,4.13003107302405,2.91347945493479
68,YOLOv3,NNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNLBNNLNLBNNLBLNNLLNLNLNNLLLLLLNN,"((7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (5,), (0,), (7,), (7,), (3,), (7,), (2,), (0,), (7,), (7,), (4,), (0,), (1,), (7,), (7,), (4,), (1,), (7,), (3,), (7,), (1,), (7,), (7,), (2,), (1,), (1,), (4,), (0,), (1,), (7,), (7,))",4147.4358673257,2890.62342234263,,,4.1474358673257,2.89062342234263
98,YOLOv3,NNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNLLNNLNLLNNLBLNNLLNLLLNNLLLLLLNL,"((7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (4,), (2,), (7,), (7,), (1,), (7,), (2,), (2,), (7,), (7,), (2,), (0,), (1,), (7,), (7,), (2,), (1,), (7,), (2,), (0,), (0,), (7,), (7,), (2,), (1,), (1,), (3,), (0,), (1,), (7,), (0,))",4167.04136486684,2874.20472207772,,,4.16704136486684,2.87420472207772
91,YOLOv3,NNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNLBNNLNLLNNNBLNNLLNLNLNNLLLLLLNN,"((7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (4,), (0,), (7,), (7,), (1,), (7,), (2,), (2,), (7,), (7,), (7,), (0,), (0,), (7,), (7,), (3,), (0,), (7,), (3,), (7,), (0,), (7,), (7,), (2,), (0,), (0,), (4,), (0,), (1,), (7,), (7,))",4169.04334977787,2810.01910178804,,,4.16904334977787,2.81001910178804
81,YOLOv3,NNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNLLNNLNLBNNLBLNNLLNLNLNNLLLLLLNN,"((7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (4,), (2,), (7,), (7,), (3,), (7,), (2,), (0,), (7,), (7,), (3,), (0,), (0,), (7,), (7,), (2,), (0,), (7,), (3,), (7,), (1,), (7,), (7,), (2,), (1,), (0,), (2,), (0,), (1,), (7,), (7,))",4185.61815404612,2792.19629284181,,,4.18561815404612,2.79219629284181
33,YOLOv3,NNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNLBNNLNLLNNNBLNNLLNLNLNNLLLLLLNN,"((7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (4,), (0,), (7,), (7,), (1,), (7,), (2,), (2,), (7,), (7,), (7,), (0,), (0,), (7,), (7,), (3,), (0,), (7,), (3,), (7,), (1,), (7,), (7,), (2,), (0,), (1,), (4,), (0,), (1,), (7,), (7,))",4194.03345748384,2739.93420050985,,,4.19403345748384,2.73993420050985
40,YOLOv3,NNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNLBNNLNLLNNNBLNNLLNLNLNNLLLLLLNN,"((7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (4,), (0,), (7,), (7,), (1,), (7,), (4,), (2,), (7,), (7,), (7,), (0,), (2,), (7,), (7,), (3,), (1,), (7,), (3,), (7,), (0,), (7,), (7,), (2,), (0,), (1,), (4,), (0,), (1,), (7,), (7,))",4213.4595324194,2701.08573651292,,,4.2134595324194,2.70108573651292
48,YOLOv3,NNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNLLNNLNLBNNLBLNNLLNLNLNNLLLLLLNN,"((7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (4,), (1,), (7,), (7,), (1,), (7,), (4,), (0,), (7,), (7,), (4,), (0,), (1,), (7,), (7,), (2,), (1,), (7,), (3,), (7,), (0,), (7,), (7,), (2,), (1,), (1,), (4,), (1,), (1,), (7,), (7,))",4230.37693017557,2682.16683520673,,,4.23037693017557,2.68216683520673
70,YOLOv3,NNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNLLNNLNLBNNLBLNNLLNLNLNNLLLLLLNN,"((7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (4,), (1,), (7,), (7,), (1,), (7,), (4,), (0,), (7,), (7,), (4,), (0,), (2,), (7,), (7,), (4,), (1,), (7,), (3,), (7,), (2,), (7,), (7,), (2,), (1,), (1,), (4,), (1,), (1,), (7,), (7,))",4247.24357252936,2648.11579277245,,,4.24724357252936,2.64811579277245
76,YOLOv3,NNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNLLNNLNLLNNLBLNNLNNLNLNNLLLLLLNN,"((7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (3,), (1,), (7,), (7,), (2,), (7,), (2,), (2,), (7,), (7,), (1,), (0,), (2,), (7,), (7,), (2,), (7,), (7,), (2,), (7,), (0,), (7,), (7,), (2,), (0,), (0,), (3,), (0,), (1,), (7,), (7,))",4271.51315722205,2603.35931189899,,,4.27151315722205,2.60335931189899
