pred_total_time,pred_average_power
12161.539193940007,3541.36386969952
11264.981541030002,3582.0278083784137
10696.06710914,3617.2215107913275
10435.770486800002,3642.1203640675676
10263.53544642,3674.740240861721
10130.543636360004,3708.1938303559004
10049.829250120005,3747.8010301415306
9971.81420068,3804.284089324827
9697.663918911878,3628.4677749685084
8801.106266001874,3689.388774586678
8232.191834111874,3742.5354231028396
7971.895211771874,3779.22149316688
7799.660171391873,3825.1733516280738
7666.668361331877,3871.987613435413
7585.953975091874,3926.201771726193
7507.9389256518725,4003.0746019465814
8365.55926736933,3749.625007753816
7469.001614459331,3835.9547033427634
6900.08718256933,3911.4460506598975
6639.79056022933,3962.1139699355112
6467.5555198493275,4022.4009473207075
6334.563709789331,4083.2005686438297
6253.849323549329,4151.688632790967
6175.834274109328,4247.991068470638
7656.510538646433,3875.71797331399
6759.952885736432,3987.82618794072
6191.038453846431,4085.9193853785223
5930.741831506431,4150.302425928333
5758.506791126431,4223.641233191771
5625.514981066434,4296.861620314317
5544.800594826431,4377.217901242164
5466.78554538643,4489.229348352226
7229.035559544557,4021.620506009234
6332.477906634558,4161.95361010369
5763.5634747445565,4284.510143739472
5503.2668524045575,4363.28729685321
5331.031812024557,4449.387979368062
5198.04000196456,4534.405573095599
5117.325615724557,4625.221128629624
5039.310566284556,4750.573701311159
6903.6464083343135,4266.543281023034
6007.088755424313,4451.032592681272
5438.174323534313,4611.164194610687
5177.877701194314,4711.313072490416
5005.642660814314,4814.985616898417
4872.650850754313,4915.659020279947
4791.936464514313,5019.063022044421
4713.921415074312,5159.586395364355
14538.01856394,3486.909074032362
13628.124261749352,3517.0934076963695
13053.20243793338,3543.4382143010935
12789.347228812487,3562.584671810799
12614.38647367255,3588.468716765713
12480.858659574538,3615.4106395461135
12399.998612834093,3646.9749487824647
12321.612011787685,3692.1760574183045
11341.723805133379,3634.004632874448
10431.86563402796,3686.2573488337453
9855.227896965589,3731.163170507876
9590.81265695866,3761.900571192361
9402.239762303243,3802.1452879514413
9285.662416049434,3839.088075242639
9204.654071919274,3883.54797620554
9126.522679229702,3946.4708658840354
9507.830599191428,3796.351271714442
8584.695455751467,3878.3095603601614
7998.500612649577,3948.822749960149
7734.881911426573,3994.2573254565973
7560.044175008952,4047.3764021554725
7426.898292128505,4100.7849798188245
7340.61009256208,4161.384439269226
7267.8443712562075,4241.360747075029
8566.954232350154,3915.696743845429
7647.149292645075,4021.629783007791
7063.172153154505,4112.9753456739145
6790.098694902103,4172.965395672661
6615.302118567963,4238.3786455832205
6479.310560523352,4304.897553706531
6401.339402773424,4373.233878314542
6323.174753806781,4470.127285542442
7965.179540615777,4098.0970984809765
7046.509685356239,4236.420824952592
6462.8067577845295,4355.364047129203
6191.786642940549,4431.086768626103
6010.800820495596,4513.666426263198
5877.69293010908,4591.689040887196
5796.845878431455,4672.73547435247
5715.41516455993,4787.667871414737
7522.54765626114,4313.035763802388
6603.226064787485,4490.473206581401
6021.402829495687,4641.838104111025
5751.066247420934,4736.349712855587
5570.3933189193185,4835.149289235932
5431.9822526914695,4931.471601570916
5351.157738217439,5024.382133371545
5273.026717545207,5150.189877830523
7233.126118010397,4558.934168338464
6317.224884635175,4778.44805964492
5733.092092972215,4967.275690397449
5462.204013981269,5083.048533004723
5281.895449574019,5198.75799613252
5144.644518717804,5308.782342944851
5060.117954451464,5418.613888731535
4981.566752661394,5558.894833714734
7010.612609141387,4944.187810778172
6093.659465856808,5229.53005504352
5512.471108178938,5471.170868171887
5242.670831816502,5616.203874958168
5062.2150541894325,5755.749678690591
4924.826922556777,5885.830323273391
4841.236568761774,6008.465485466262
4758.706355011465,6174.8060748807775
17000.402393759166,3713.6236651323024
16027.915584428903,3753.8934283579765
15423.569388605898,3785.9710448496776
15146.442583956234,3807.1421020176153
14972.591316013479,3832.863220971322
14840.392542792495,3858.6431580167978
14756.855077915745,3888.231001401847
14677.890440084539,3930.1862874984454
12873.3877791635,3889.1523799401266
11900.874275796834,3957.7196177941564
11296.500273963033,4012.4198626562384
11019.349671856045,4047.2185495155272
10845.475110643538,4086.5886339104813
10713.2510213407,4125.446682080774
10629.690547660308,4168.640386571134
10550.704083488323,4229.142801852655
10888.644745679596,4013.5760042813954
9916.131897807918,4108.069484038843
9311.75812278992,4184.186867162616
9034.607473328742,4231.899294599386
8860.732804261597,4283.712011712826
8728.508361205375,4334.39204538693
8644.94779284984,4389.522111795796
8565.960964115468,4466.080164130743
8907.056912840306,4327.452262052997
7934.190429352585,4483.844789190026
7329.433326499766,4611.537433505297
7051.946763448712,4689.539631021832
6877.741590115369,4768.102692878105
6745.150036677491,4843.489830269564
6661.263020847289,4921.824168186175
6581.9578757074705,5028.525872517488
7988.897775358442,4766.772016740923
7016.00477368791,5004.515223118806
6411.216450735819,5199.593174278607
6133.701302921813,5315.870078105099
5959.467700371109,5424.8585412063785
5826.843308731415,5527.0889731481975
5742.928247918685,5627.96329170758
5663.594387847067,5761.914070273224
