10,YOLOv3_64.7.csv,64.7,76.110
1,YOLOv3_64.9.csv,64.9,76.110
16,YOLOv3_65.1.csv,65.1,76.110
20,YOLOv3_65.3.csv,65.3,76.110
15,YOLOv3_65.5.csv,65.5,64.749
19,YOLOv3_65.7.csv,65.7,61.935
6,YOLOv3_65.9.csv,65.9,56.750
3,YOLOv3_66.1.csv,66.1,53.257
14,YOLOv3_66.3.csv,66.3,53.764
18,YOLOv3_66.5.csv,66.5,57.615
17,YOLOv3_66.7.csv,66.7,54.210
8,YOLOv3_66.9.csv,66.9,55.760
0,YOLOv3_67.1.csv,67.1,56.395
11,YOLOv3_67.3.csv,67.3,54.212
2,YOLOv3_67.5.csv,67.5,53.559
5,YOLOv3_67.7.csv,67.7,54.051
9,YOLOv3_67.9.csv,67.9,53.794
7,YOLOv3_68.1.csv,68.1,52.666
21,YOLOv3_68.3.csv,68.3,54.141
13,YOLOv3_68.5.csv,68.5,54.840
4,YOLOv3_68.7.csv,68.7,53.523
12,YOLOv3_68.77.csv,68.77,54.127
,Filename,accuracy,HV
