pred_total_time,pred_average_power
12624.324526590008,3550.000253478634
11713.598724680003,3588.271725606147
11160.424494990002,3620.4757971923486
10901.784955390003,3642.571135062751
10729.107065930002,3672.5365673048045
10594.392006380001,3702.35959835168
10512.123298460003,3737.6895835185846
10437.67978653,3787.4640034008
9999.121643104432,3641.852278394309
9088.395841194428,3700.382813974828
8535.221611504427,3749.7579905665016
8276.582071904428,3782.901636889274
8103.9041824444275,3825.5643211832335
7969.18912289443,3867.798483218442
7886.920414974426,3916.6139375717066
7812.476903044426,3984.818838551155
8573.820429654783,3771.1761515972416
7663.094627744784,3855.9626896532
7109.920398054784,3927.340542538808
6851.280858454785,3974.083040044294
6678.602968994784,4030.7935689742626
6543.887909444786,4086.451535626997
6461.619201524783,4148.818551546835
6387.175689594784,4234.949788146957
7821.551624665586,3904.3985627194343
6910.825822755585,4015.9708076665506
6357.651593065583,4109.716621022696
6099.012053465583,4169.958450385873
5926.334164005584,4239.574919508663
5791.619104455585,4307.318581520459
5709.350396535583,4381.085704721156
5634.906884605583,4481.784107504971
7367.215788349793,4059.5166057868414
6456.489986439791,4200.820372626523
5903.31575674979,4319.102582846062
5644.676217149792,4393.787315141725
5471.998327689792,4476.247273695222
5337.283268139793,4555.731310065139
5255.014560219791,4639.765130189696
5180.571048289791,4753.01193687231
7023.069762045384,4319.114646348506
6112.343960135382,4507.053839038499
5559.169730445382,4663.130688512642
5300.530190845384,4759.451317704487
5127.852301385384,4859.758973480994
4993.137241835382,4955.068514522414
4910.868533915382,5051.681140346924
4836.425021985381,5179.326580857463
15210.749436590004,3489.768938860738
14284.977787001839,3517.4732739946617
13725.133418073308,3541.159910974711
13462.617898239603,3557.879840080327
13286.9036276219,3581.430599610835
13151.759298890174,3605.2705854090696
13069.365465125697,3633.132499338924
12994.609738999323,3672.618324313068
11781.601139346521,3642.9485906106133
10855.848509966887,3692.458400004535
10294.384035546524,3733.6737502074247
10031.45973072547,3761.1810245511965
9843.638119591962,3798.107898316053
9723.531049451465,3831.409489987949
9641.006162661211,3871.08381355774
9566.465384289593,3926.4589589956668
9832.072072142631,3813.065212229681
8895.27903590967,3892.2656390765537
8325.021775055207,3957.8353688999287
8062.683440695521,3999.277595906736
7887.082875938029,4048.7305477367386
7752.259693795301,4097.220032213374
7665.320267079566,4151.605859520666
7595.274410478803,4222.436932756431
8816.168481045941,3940.1597124985037
7882.073281836606,4044.246680803507
7313.748513116539,4130.371211887101
7043.6394211729985,4185.800240870113
6868.072756210947,4247.346278161735
6730.766775886896,4308.328656114654
6650.888964958833,4370.508572099448
6576.318435424337,4456.742603190568
8168.051720789117,4133.332246041071
7234.922076469137,4271.2943060264315
6666.990924135299,4384.836973337613
6398.574825264291,4455.974839434719
6217.509549734353,4534.232903457954
6082.715839346858,4606.770201130529
6000.332725720416,4681.122632059491
5922.944051936842,4783.835444257797
7695.604875452182,4361.495781728758
6761.858415544262,4540.555852345837
6195.616214079036,4686.5848947533295
5927.742087687446,4776.634285474562
5746.954596508297,4871.2006305634495
5607.624664772783,4961.380771842401
5525.260467829977,5047.397211293291
5450.7184902579675,5160.669241162092
7377.146484768019,4622.022288707982
6446.374725240355,4846.086552964508
5878.153524398725,5029.93383701626
5609.766775636886,5141.653584732714
5429.3153146499535,5253.595772764623
5290.984048254657,5357.999714673712
5205.3694448527785,5460.3374767237265
5130.464758540372,5587.466372917704
7137.4175140005445,5030.258900596741
6205.698561773966,5324.173762275695
5640.079686240056,5561.6691453451685
5372.61875157952,5703.5392631610175
5192.038230564474,5839.963099517011
5053.584254497387,5965.018084595854
4968.777959844117,6080.77576368236
4890.43478292278,6231.953845502701
17731.434514026798,3715.074700324779
16740.2061808722,3752.9356614151834
16149.625380267602,3782.178624068268
15872.710005528726,3801.1323960522996
15698.187041345764,3824.8438828275384
15564.40736248115,3847.9965562810976
15478.930354571548,3874.586726463145
15403.458304462809,3911.8404211731067
13332.926610591181,3896.957719226586
12341.6724761884,3962.9107595869023
11751.064434255817,4013.6522047669523
11474.125573277443,4045.4607508077015
11299.579722872964,4082.1864219877584
11165.774720002288,4117.557388630417
11080.274673487667,4156.800146444297
11004.78102102226,4210.911188172754
11217.13170358822,4027.9629714845278
10225.87799728339,4120.2608404361545
9635.270035663381,4191.789321588789
9358.331045875924,4236.060800790238
9183.784986198154,4284.869985160893
9049.979631705834,4331.507086687733
8964.479497896726,4382.0525895775245
8888.985423854041,4450.95679135031
9105.849157484554,4360.492503333233
8114.246994113258,4517.275699329365
7523.258917203142,4640.066140896158
7245.985753998049,4714.443478970501
7071.111598608383,4789.850088454115
6936.939086840517,4860.7211924510675
6851.112329049847,4933.80552997007
6775.301244112802,5030.953284562983
8124.884684381095,4823.948546214701
7133.255281212734,5066.6877198981
6542.23551059933,5257.5071923450105
6264.933490235195,5370.8516251129595
6090.030592398005,5477.262979142238
5955.82524836386,5575.310781371679
5869.970467958412,5671.081990653374
5794.130491196914,5794.3792440773495
