,Filename,HV
8,YOLOv3_68.77.csv,56.81673789784597
2,YOLOv3_68.7.csv,57.82774529096234
9,YOLOv3_68.5.csv,58.38579863325031
11,YOLOv3_68.3.csv,60.65055173526989
4,YOLOv3_68.1.csv,62.81948273366724
6,YOLOv3_67.9.csv,63.389439640183774
3,YOLOv3_67.7.csv,65.88345530052129
1,YOLOv3_67.5.csv,66.56380179699673
7,YOLOv3_67.3.csv,67.5801184080503
0,YOLOv3_67.1.csv,68.00797664562646
5,YOLOv3_66.9.csv,68.37876254270277
10,YOLOv3_66.7.csv,68.64174461475366
