graph,order,freq,host,input_time,task_time,total_time,input_power,task_power,output_time,input_e,task_e,output_e,total_e,power_efficiency,pipelinetime
YOLOv3,BGNNNGGNNGGLLNGNGNNLGBGGNBGBGLBBGLNBGBLGLLBGBNLNGNBGBLBBLLLGNBBLBGBNGLNNGBL,"((7,), (4, 7), (7,), (7,), (7,), (4, 7), (4, 7), (7,), (7,), (4, 7), (4, 7), (5,), (5,), (7,), (4, 7), (7,), (4, 7), (7,), (7,), (5,), (4, 7), (7,), (4, 7), (4, 7), (7,), (7,), (4, 7), (7,), (4, 7), (5,), (7,), (7,), (4, 7), (5,), (7,), (7,), (4, 7), (7,), (5,), (4, 7), (5,), (5,), (7,), (4, 7), (7,), (7,), (5,), (7,), (4, 7), (7,), (7,), (4, 7), (7,), (5,), (7,), (7,), (5,), (5,), (5,), (4, 7), (7,), (7,), (7,), (5,), (7,), (4, 7), (7,), (7,), (4, 7), (5,), (7,), (7,), (4, 7), (7,), (5,))",BB,105.23,7933.9486000000015,8039.178600000001,5304.608102302983,5712.302341035926,0.206763,558.2039106053429,45321.11316143871,1.0967966850564717,,,
YOLOv3,BLLLBNGNGGBNGLBLLLLBNLGNBGBBBNNLGNBGNLBLLNGGBBLLNGLBNLLBLLGBGGGGNBNNGNNBGLG,"((7,), (5,), (5,), (5,), (7,), (7,), (4, 7), (7,), (4, 7), (4, 7), (7,), (7,), (4, 7), (5,), (7,), (5,), (5,), (5,), (5,), (7,), (7,), (5,), (4, 7), (7,), (7,), (4, 7), (7,), (7,), (7,), (7,), (7,), (5,), (4, 7), (7,), (7,), (4, 7), (7,), (5,), (7,), (5,), (5,), (7,), (4, 7), (4, 7), (7,), (7,), (5,), (5,), (7,), (4, 7), (5,), (7,), (7,), (5,), (5,), (7,), (5,), (5,), (4, 7), (7,), (4, 7), (4, 7), (4, 7), (4, 7), (7,), (7,), (7,), (7,), (4, 7), (7,), (7,), (7,), (4, 7), (5,), (4, 7))",BB,,,,,,,,,,,,
YOLOv3,NNBBLGNNLLNGBBLBNLGBNGGGLLGNNLNGNLBNBGLBLBGBNNLLGLGLBBLGGLLLGLGBNGLBGNLBNNB,"((7,), (7,), (7,), (7,), (5,), (4, 7), (7,), (7,), (5,), (5,), (7,), (4, 7), (7,), (7,), (5,), (7,), (7,), (5,), (4, 7), (7,), (7,), (4, 7), (4, 7), (4, 7), (5,), (5,), (4, 7), (7,), (7,), (5,), (7,), (4, 7), (7,), (5,), (7,), (7,), (7,), (4, 7), (5,), (7,), (5,), (7,), (4, 7), (7,), (7,), (7,), (5,), (5,), (4, 7), (5,), (4, 7), (5,), (7,), (7,), (5,), (4, 7), (4, 7), (5,), (5,), (5,), (4, 7), (5,), (4, 7), (7,), (7,), (4, 7), (5,), (7,), (4, 7), (7,), (5,), (7,), (7,), (7,), (7,))",BB,102.251,6179.296799999998,6281.547799999999,5189.80345357806,5676.834972715458,0.114508,530.6625929318102,35078.84818102871,0.5942740138623165,,,
YOLOv3,BGBNGBLGGBLBGNLLNLNBNNNGBBLGGNGBBGNGGNBLBNNNLGBBGBNBGGNBNLLGLNBNGLLBGBGNLLG,"((7,), (4, 7), (7,), (7,), (4, 7), (7,), (5,), (4, 7), (4, 7), (7,), (5,), (7,), (4, 7), (7,), (5,), (5,), (7,), (5,), (7,), (7,), (7,), (7,), (7,), (4, 7), (7,), (7,), (5,), (4, 7), (4, 7), (7,), (4, 7), (7,), (7,), (4, 7), (7,), (4, 7), (4, 7), (7,), (7,), (5,), (7,), (7,), (7,), (7,), (5,), (4, 7), (7,), (7,), (4, 7), (7,), (7,), (7,), (4, 7), (4, 7), (7,), (7,), (7,), (5,), (5,), (4, 7), (5,), (7,), (7,), (7,), (4, 7), (5,), (5,), (7,), (4, 7), (7,), (4, 7), (7,), (5,), (5,), (4, 7))",BB,103.276,6470.299100000002,6573.575100000002,5468.641029622453,5822.416163493628,1.49888,564.7793709752884,37672.77406247829,8.196836666480502,,,
YOLOv3,NNLNBBGLNBNBLGNGBGBNLGGLLBNGLGLNNBNGNLNLNLLNLNLBLBLLLBLGLNGLLGLGBGBGNBGGLNB,"((7,), (7,), (5,), (7,), (7,), (7,), (4, 7), (5,), (7,), (7,), (7,), (7,), (5,), (4, 7), (7,), (4, 7), (7,), (4, 7), (7,), (7,), (5,), (4, 7), (4, 7), (5,), (5,), (7,), (7,), (4, 7), (5,), (4, 7), (5,), (7,), (7,), (7,), (7,), (4, 7), (7,), (5,), (7,), (5,), (7,), (5,), (5,), (7,), (5,), (7,), (5,), (7,), (5,), (7,), (5,), (5,), (5,), (7,), (5,), (4, 7), (5,), (7,), (4, 7), (5,), (5,), (4, 7), (5,), (4, 7), (7,), (4, 7), (7,), (4, 7), (7,), (7,), (4, 7), (4, 7), (5,), (7,), (7,))",BB,101.739,6273.5171,6375.2561,5340.658289576725,5566.812202737799,0.109754,543.3532337232465,34923.491546364254,0.5861586099142039,,,
YOLOv3,GLGNBBLLGGGBBNNGBNGLBLBLNBNBGBLBGNNLNBLGLGBNBNGLLGLGLGBBNLGNBNBGLNNNNLLGNNL,"((4, 7), (5,), (4, 7), (7,), (7,), (7,), (5,), (5,), (4, 7), (4, 7), (4, 7), (7,), (7,), (7,), (7,), (4, 7), (7,), (7,), (4, 7), (5,), (7,), (5,), (7,), (5,), (7,), (7,), (7,), (7,), (4, 7), (7,), (5,), (7,), (4, 7), (7,), (7,), (5,), (7,), (7,), (5,), (4, 7), (5,), (4, 7), (7,), (7,), (7,), (7,), (4, 7), (5,), (5,), (4, 7), (5,), (4, 7), (5,), (4, 7), (7,), (7,), (7,), (5,), (4, 7), (7,), (7,), (7,), (7,), (4, 7), (5,), (7,), (7,), (7,), (7,), (5,), (5,), (4, 7), (7,), (7,), (5,))",BB,92.1352,6066.739580000001,6158.874780000001,5218.481269070127,5609.278663606254,0.198713,480.80581542203,34030.032883749576,1.0369800684207324,,,
YOLOv3,GGNNBNLLLBLBGBNLNNGLNLNNNBGGGBBGBGGLBBGLLBLGNGGBLNNBBNLGGGLGNBLBGLGBBLNLNNN,"((4, 7), (4, 7), (7,), (7,), (7,), (7,), (5,), (5,), (5,), (7,), (5,), (7,), (4, 7), (7,), (7,), (5,), (7,), (7,), (4, 7), (5,), (7,), (5,), (7,), (7,), (7,), (7,), (4, 7), (4, 7), (4, 7), (7,), (7,), (4, 7), (7,), (4, 7), (4, 7), (5,), (7,), (7,), (4, 7), (5,), (5,), (7,), (5,), (4, 7), (7,), (4, 7), (4, 7), (7,), (5,), (7,), (7,), (7,), (7,), (7,), (5,), (4, 7), (4, 7), (4, 7), (5,), (4, 7), (7,), (7,), (5,), (7,), (4, 7), (5,), (4, 7), (7,), (7,), (5,), (7,), (5,), (7,), (7,), (7,))",BB,90.1401,7550.895200000002,7641.035300000001,5148.863987583949,5664.70123192222,0.0974458,464.11911472721596,42773.565341555586,0.501735170361308,,,
YOLOv3,LBGNGLBNGLBGNNGLGLNBBBGNLBGGNGBLGLLBBBGNLGBLLBBBGGBBNNGBGBNLLLGLNLGGLBLGLNG,"((5,), (7,), (4, 7), (7,), (4, 7), (5,), (7,), (7,), (4, 7), (5,), (7,), (4, 7), (7,), (7,), (4, 7), (5,), (4, 7), (5,), (7,), (7,), (7,), (7,), (4, 7), (7,), (5,), (7,), (4, 7), (4, 7), (7,), (4, 7), (7,), (5,), (4, 7), (5,), (5,), (7,), (7,), (7,), (4, 7), (7,), (5,), (4, 7), (7,), (5,), (5,), (7,), (7,), (7,), (4, 7), (4, 7), (7,), (7,), (7,), (7,), (4, 7), (7,), (4, 7), (7,), (7,), (5,), (5,), (5,), (4, 7), (5,), (7,), (5,), (4, 7), (4, 7), (5,), (7,), (5,), (4, 7), (5,), (7,), (4, 7))",BB,259.082,6792.041000000002,7051.123000000002,3637.765095013585,5762.096201794384,2.13596,942.4794563463096,39136.39364853174,7.770120732345216,,,
YOLOv3,LLGLLLGNGNGGLBGNLNLGGBNLGNLGNBLGGNBNGNNNGGLLNNLNLGBBGLBNBBLNBBBBGGBLLGNGNBG,"((5,), (5,), (4, 7), (5,), (5,), (5,), (4, 7), (7,), (4, 7), (7,), (4, 7), (4, 7), (5,), (7,), (4, 7), (7,), (5,), (7,), (5,), (4, 7), (4, 7), (7,), (7,), (5,), (4, 7), (7,), (5,), (4, 7), (7,), (7,), (5,), (4, 7), (4, 7), (7,), (7,), (7,), (4, 7), (7,), (7,), (7,), (4, 7), (4, 7), (5,), (5,), (7,), (7,), (5,), (7,), (5,), (4, 7), (7,), (7,), (4, 7), (5,), (7,), (7,), (7,), (7,), (5,), (7,), (7,), (7,), (7,), (7,), (4, 7), (4, 7), (7,), (5,), (5,), (4, 7), (7,), (4, 7), (7,), (7,), (4, 7))",BB,258.584,5812.674499999999,6071.258499999999,3624.03151921128,5645.60627642438,1.54373,937.1165663637296,32816.07164001194,5.594526177152029,,,
YOLOv3,GBGBGLNGNLGGNGBGBGGGLGNGNNLLBGBNNNGBNLNNLBNGLLGLBGLBNLNNNNBGGBNBGGBGGLNLGLG,"((4, 7), (7,), (4, 7), (7,), (4, 7), (5,), (7,), (4, 7), (7,), (5,), (4, 7), (4, 7), (7,), (4, 7), (7,), (4, 7), (7,), (4, 7), (4, 7), (4, 7), (5,), (4, 7), (7,), (4, 7), (7,), (7,), (5,), (5,), (7,), (4, 7), (7,), (7,), (7,), (7,), (4, 7), (7,), (7,), (5,), (7,), (7,), (5,), (7,), (7,), (4, 7), (5,), (5,), (4, 7), (5,), (7,), (4, 7), (5,), (7,), (7,), (5,), (7,), (7,), (7,), (7,), (7,), (4, 7), (4, 7), (7,), (7,), (7,), (4, 7), (4, 7), (7,), (4, 7), (4, 7), (5,), (7,), (5,), (4, 7), (5,), (4, 7))",BB,89.4655,6316.139300000003,6405.604800000003,5497.125605577218,5746.191853066078,1.50141,491.8030908657687,36293.74818849049,8.253439355469691,,,
YOLOv3,LLLBBGBNBBNNNBNGNBNGNLBLLBGGLNGGLNBGGLGBGLBGBBNLLGGGLGNNGNGGLGGBBBLLGGBLNGN,"((5,), (5,), (5,), (7,), (7,), (4, 7), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (4, 7), (7,), (7,), (7,), (4, 7), (7,), (5,), (7,), (5,), (5,), (7,), (4, 7), (4, 7), (5,), (7,), (4, 7), (4, 7), (5,), (7,), (7,), (4, 7), (4, 7), (5,), (4, 7), (7,), (4, 7), (5,), (7,), (4, 7), (7,), (7,), (7,), (5,), (5,), (4, 7), (4, 7), (4, 7), (5,), (4, 7), (7,), (7,), (4, 7), (7,), (4, 7), (4, 7), (5,), (4, 7), (4, 7), (7,), (7,), (7,), (5,), (5,), (4, 7), (4, 7), (7,), (5,), (7,), (4, 7), (7,))",BB,257.972,6610.8599,6868.831899999999,3551.75905928812,5931.871012323371,0.348542,916.2543880426749,39214.76820734099,1.2379372060424,,,
YOLOv3,NLNLLNBBGBBGGBBLNNBLBGGBLLBNGLGNGLBLGBLLGNNLNLNLGGNLNLNBGLGGNLNLLGGNLNGLGBL,"((7,), (5,), (7,), (5,), (5,), (7,), (7,), (7,), (4, 7), (7,), (7,), (4, 7), (4, 7), (7,), (7,), (5,), (7,), (7,), (7,), (5,), (7,), (4, 7), (4, 7), (7,), (5,), (5,), (7,), (7,), (4, 7), (5,), (4, 7), (7,), (4, 7), (5,), (7,), (5,), (4, 7), (7,), (5,), (5,), (4, 7), (7,), (7,), (5,), (7,), (5,), (7,), (5,), (4, 7), (4, 7), (7,), (5,), (7,), (5,), (7,), (7,), (4, 7), (5,), (4, 7), (4, 7), (7,), (5,), (7,), (5,), (5,), (4, 7), (4, 7), (7,), (5,), (7,), (4, 7), (5,), (4, 7), (7,), (5,))",BB,102.797,6624.702700000002,6727.499700000001,5265.164919772277,5637.827420845594,0.207754,541.2431582578308,37348.93053700985,1.0938590727423696,,,
YOLOv3,LLBBNNLGBLLBGBLLBBNLBBGGGLLBLNBLGBBLNBGGLGLBBNNLLNBLNGBLNBNNNNBGBGNBNGBBGNG,"((5,), (5,), (7,), (7,), (7,), (7,), (5,), (4, 7), (7,), (5,), (5,), (7,), (4, 7), (7,), (5,), (5,), (7,), (7,), (7,), (5,), (7,), (7,), (4, 7), (4, 7), (4, 7), (5,), (5,), (7,), (5,), (7,), (7,), (5,), (4, 7), (7,), (7,), (5,), (7,), (7,), (4, 7), (4, 7), (5,), (4, 7), (5,), (7,), (7,), (7,), (7,), (5,), (5,), (7,), (7,), (5,), (7,), (4, 7), (7,), (5,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (4, 7), (7,), (4, 7), (7,), (7,), (7,), (4, 7), (7,), (7,), (4, 7), (7,), (4, 7))",BB,259.227,5415.112399999998,5674.339399999998,3571.4460168395244,5909.522408665132,1.79148,925.8152366072593,32000.728073240414,6.398174110247671,,,
YOLOv3,LGBBGBGNNNGNGBGGGLLBGGLBNBGBLNGLGLBLNBBGBBBNNGNLLGLNGBGGBGBLBBBLGGBGLGNBLGG,"((5,), (4, 7), (7,), (7,), (4, 7), (7,), (4, 7), (7,), (7,), (7,), (4, 7), (7,), (4, 7), (7,), (4, 7), (4, 7), (4, 7), (5,), (5,), (7,), (4, 7), (4, 7), (5,), (7,), (7,), (7,), (4, 7), (7,), (5,), (7,), (4, 7), (5,), (4, 7), (5,), (7,), (5,), (7,), (7,), (7,), (4, 7), (7,), (7,), (7,), (7,), (7,), (4, 7), (7,), (5,), (5,), (4, 7), (5,), (7,), (4, 7), (7,), (4, 7), (4, 7), (7,), (4, 7), (7,), (5,), (7,), (7,), (7,), (5,), (4, 7), (4, 7), (7,), (4, 7), (5,), (4, 7), (7,), (7,), (5,), (4, 7), (4, 7))",BB,259.719,5994.4721,6254.1911,3621.546555704351,6026.249211905486,1.4621,940.5844499009783,36124.18276841442,5.295063219095331,,,
YOLOv3,BNBGNBBLGBGBGBLLGNLLLLLGLBGGBGLBBBLGLGLLLGGBBNBBLLBLGNNBLGLGNBGGGNGBGNBLNNG,"((7,), (7,), (7,), (4, 7), (7,), (7,), (7,), (5,), (4, 7), (7,), (4, 7), (7,), (4, 7), (7,), (5,), (5,), (4, 7), (7,), (5,), (5,), (5,), (5,), (5,), (4, 7), (5,), (7,), (4, 7), (4, 7), (7,), (4, 7), (5,), (7,), (7,), (7,), (5,), (4, 7), (5,), (4, 7), (5,), (5,), (5,), (4, 7), (4, 7), (7,), (7,), (7,), (7,), (7,), (5,), (5,), (7,), (5,), (4, 7), (7,), (7,), (7,), (5,), (4, 7), (5,), (4, 7), (7,), (7,), (4, 7), (4, 7), (4, 7), (7,), (4, 7), (7,), (4, 7), (7,), (7,), (5,), (7,), (7,), (4, 7))",BB,104.336,6807.3803,6911.7163,5738.297095757566,6177.773284222386,1.97336,598.7109657829615,42054.45215288177,11.32372595688415,,,
YOLOv3,LNNGGGBNGGGGGGLBNGGLGLGNLGGBLBGNNGNLGLGLGBLBGNNLLBBLNNLNNNGBBGLLLNLLNBBNLLG,"((5,), (7,), (7,), (4, 7), (4, 7), (4, 7), (7,), (7,), (4, 7), (4, 7), (4, 7), (4, 7), (4, 7), (4, 7), (5,), (7,), (7,), (4, 7), (4, 7), (5,), (4, 7), (5,), (4, 7), (7,), (5,), (4, 7), (4, 7), (7,), (5,), (7,), (4, 7), (7,), (7,), (4, 7), (7,), (5,), (4, 7), (5,), (4, 7), (5,), (4, 7), (7,), (5,), (7,), (4, 7), (7,), (7,), (5,), (5,), (7,), (7,), (5,), (7,), (7,), (5,), (7,), (7,), (7,), (4, 7), (7,), (7,), (4, 7), (5,), (5,), (5,), (7,), (5,), (5,), (7,), (7,), (7,), (7,), (5,), (5,), (4, 7))",BB,258.316,7147.668500000001,7405.9845,3935.1588699480094,5922.608404850171,3.23222,1016.51449864949,42332.841533182815,12.719299202623356,,,
YOLOv3,GGNBNGGBGGGLBGGGBLBLGBNNBGNGLGNLLLNNGNGBNNNNBNGBLBLNNNGLGBBGGNLGGNBNLLGLNLG,"((4, 7), (4, 7), (7,), (7,), (7,), (4, 7), (4, 7), (7,), (4, 7), (4, 7), (4, 7), (5,), (7,), (4, 7), (4, 7), (4, 7), (7,), (5,), (7,), (5,), (4, 7), (7,), (7,), (7,), (7,), (4, 7), (7,), (4, 7), (5,), (4, 7), (7,), (5,), (5,), (5,), (7,), (7,), (4, 7), (7,), (4, 7), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (4, 7), (7,), (5,), (7,), (5,), (7,), (7,), (7,), (4, 7), (5,), (4, 7), (7,), (7,), (4, 7), (4, 7), (7,), (5,), (4, 7), (4, 7), (7,), (7,), (7,), (5,), (5,), (4, 7), (5,), (7,), (5,), (4, 7))",BB,258.316,7147.668500000001,7405.9845,3935.1588699480094,5922.608404850171,3.23222,1016.51449864949,42332.841533182815,12.719299202623356,,,
YOLOv3,BNLGBGBLGLNLBGNGGGBBBGLLLLGBNGGBNGNBBNGNGGNBLNLLNNGBLGNGBNBLBGLNBBNLBBGGGBB,"((7,), (7,), (5,), (4, 7), (7,), (4, 7), (7,), (5,), (4, 7), (5,), (7,), (5,), (7,), (4, 7), (7,), (4, 7), (4, 7), (4, 7), (7,), (7,), (7,), (4, 7), (5,), (5,), (5,), (5,), (4, 7), (7,), (7,), (4, 7), (4, 7), (7,), (7,), (4, 7), (7,), (7,), (7,), (7,), (4, 7), (7,), (4, 7), (4, 7), (7,), (7,), (5,), (7,), (5,), (5,), (7,), (7,), (4, 7), (7,), (5,), (4, 7), (7,), (4, 7), (7,), (7,), (7,), (5,), (7,), (4, 7), (5,), (7,), (7,), (7,), (7,), (5,), (7,), (7,), (4, 7), (4, 7), (4, 7), (7,), (7,))",BB,101.851,6714.9687,6816.8197,5736.321695486623,6301.879131602063,0.1113,584.250101007008,42316.92111989104,0.6384526047076611,,,
YOLOv3,GNBNNGNNBNGGBLBLLNNLBLLLBBLNBGNGGNBLGBGNNBNNLLLNNBBGGLNGNLLGBBNNLGGNLLLNLNB,"((4, 7), (7,), (7,), (7,), (7,), (4, 7), (7,), (7,), (7,), (7,), (4, 7), (4, 7), (7,), (5,), (7,), (5,), (5,), (7,), (7,), (5,), (7,), (5,), (5,), (5,), (7,), (7,), (5,), (7,), (7,), (4, 7), (7,), (4, 7), (4, 7), (7,), (7,), (5,), (4, 7), (7,), (4, 7), (7,), (7,), (7,), (7,), (7,), (5,), (5,), (5,), (7,), (7,), (7,), (7,), (4, 7), (4, 7), (5,), (7,), (4, 7), (7,), (5,), (5,), (4, 7), (7,), (7,), (7,), (7,), (5,), (4, 7), (4, 7), (7,), (5,), (5,), (5,), (7,), (5,), (7,), (7,))",BB,101.851,6714.9687,6816.8197,5736.321695486623,6301.879131602063,0.1113,584.250101007008,42316.92111989104,0.6384526047076611,,,
YOLOv3,NNBLGNBGLNBBNNNBBNLNLLLLNNBNLLGBGLLLLGNGGGNGNLGNBGGGLGLBNNBNNLLGLLBBLGLBNBL,"((7,), (7,), (7,), (5,), (4, 7), (7,), (7,), (4, 7), (5,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (5,), (7,), (5,), (5,), (5,), (5,), (7,), (7,), (7,), (7,), (5,), (5,), (4, 7), (7,), (4, 7), (5,), (5,), (5,), (5,), (4, 7), (7,), (4, 7), (4, 7), (4, 7), (7,), (4, 7), (7,), (5,), (4, 7), (7,), (7,), (4, 7), (4, 7), (4, 7), (5,), (4, 7), (5,), (7,), (7,), (7,), (7,), (7,), (7,), (5,), (5,), (4, 7), (5,), (5,), (7,), (7,), (5,), (4, 7), (5,), (7,), (7,), (7,), (5,))",BB,101.851,6714.9687,6816.8197,5736.321695486623,6301.879131602063,0.1113,584.250101007008,42316.92111989104,0.6384526047076611,,,
YOLOv3,GBGGNBLBGLGNBBLNGGBNNBLLLGGLLGGGNLGGNNGGGBGGNGLLBBNBGGLBGNNNBLLLLNBGBLGGGLG,"((4, 7), (7,), (4, 7), (4, 7), (7,), (7,), (5,), (7,), (4, 7), (5,), (4, 7), (7,), (7,), (7,), (5,), (7,), (4, 7), (4, 7), (7,), (7,), (7,), (7,), (5,), (5,), (5,), (4, 7), (4, 7), (5,), (5,), (4, 7), (4, 7), (4, 7), (7,), (5,), (4, 7), (4, 7), (7,), (7,), (4, 7), (4, 7), (4, 7), (7,), (4, 7), (4, 7), (7,), (4, 7), (5,), (5,), (7,), (7,), (7,), (7,), (4, 7), (4, 7), (5,), (7,), (4, 7), (7,), (7,), (7,), (7,), (5,), (5,), (5,), (5,), (7,), (7,), (4, 7), (7,), (5,), (4, 7), (4, 7), (4, 7), (5,), (4, 7))",BB,101.851,6714.9687,6816.8197,5736.321695486623,6301.879131602063,0.1113,584.250101007008,42316.92111989104,0.6384526047076611,,,
YOLOv3,LNLLLNNGBBBBBGLGGLLBGLLNLLGBLNNBBLLGLGNLNNLLBLNGLLGLBBBNNBGNLBLLGBLLGGBGBLG,"((5,), (7,), (5,), (5,), (5,), (7,), (7,), (4, 7), (7,), (7,), (7,), (7,), (7,), (4, 7), (5,), (4, 7), (4, 7), (5,), (5,), (7,), (4, 7), (5,), (5,), (7,), (5,), (5,), (4, 7), (7,), (5,), (7,), (7,), (7,), (7,), (5,), (5,), (4, 7), (5,), (4, 7), (7,), (5,), (7,), (7,), (5,), (5,), (7,), (5,), (7,), (4, 7), (5,), (5,), (4, 7), (5,), (7,), (7,), (7,), (7,), (7,), (7,), (4, 7), (7,), (5,), (7,), (5,), (5,), (4, 7), (7,), (5,), (5,), (4, 7), (4, 7), (7,), (4, 7), (7,), (5,), (4, 7))",BB,258.166,6447.671200000002,6705.837200000002,3584.399709592948,5549.581978442728,1.55251,925.370135426773,35781.8798944442,5.5648163931401475,,,
YOLOv3,NBBNNLGGNLGGBBLNNBNLGGNNNBLGGGNBGBLNLNGNGLLGNBNGNGLLGLGLBBBBGNNGNBBGGGGLNLN,"((7,), (7,), (7,), (7,), (7,), (5,), (4, 7), (4, 7), (7,), (5,), (4, 7), (4, 7), (7,), (7,), (5,), (7,), (7,), (7,), (7,), (5,), (4, 7), (4, 7), (7,), (7,), (7,), (7,), (5,), (4, 7), (4, 7), (4, 7), (7,), (7,), (4, 7), (7,), (5,), (7,), (5,), (7,), (4, 7), (7,), (4, 7), (5,), (5,), (4, 7), (7,), (7,), (7,), (4, 7), (7,), (4, 7), (5,), (5,), (4, 7), (5,), (4, 7), (5,), (7,), (7,), (7,), (7,), (4, 7), (7,), (7,), (4, 7), (7,), (7,), (7,), (4, 7), (4, 7), (4, 7), (4, 7), (5,), (7,), (5,), (7,))",BB,103.419,6845.3339,6948.7529,5213.012905725024,5679.874798709765,0.1323,539.1245816971762,38880.63950736362,0.6896816074274207,,,
YOLOv3,GLGLBLGBLNNNLBLBLNGGNGGLBNGLNGLLLNNBGNGLNBGLGNNNGGGGNBNGBLLNBLNGNNGGLNLLLBB,"((4, 7), (5,), (4, 7), (5,), (7,), (5,), (4, 7), (7,), (5,), (7,), (7,), (7,), (5,), (7,), (5,), (7,), (5,), (7,), (4, 7), (4, 7), (7,), (4, 7), (4, 7), (5,), (7,), (7,), (4, 7), (5,), (7,), (4, 7), (5,), (5,), (5,), (7,), (7,), (7,), (4, 7), (7,), (4, 7), (5,), (7,), (7,), (4, 7), (5,), (4, 7), (7,), (7,), (7,), (4, 7), (4, 7), (4, 7), (4, 7), (7,), (7,), (7,), (4, 7), (7,), (5,), (5,), (7,), (7,), (5,), (7,), (4, 7), (7,), (7,), (4, 7), (4, 7), (5,), (7,), (5,), (5,), (5,), (7,), (7,))",BB,,,,,,,,,,,,
YOLOv3,GLLNNNBBNGLBGBBNLBGLLGGNGBGGLGBLLBBGLNBNBBLNNLBLLGNLBNBNNGGLGNBBGBLBLGGLBGL,"((4, 7), (5,), (5,), (7,), (7,), (7,), (7,), (7,), (7,), (4, 7), (5,), (7,), (4, 7), (7,), (7,), (7,), (5,), (7,), (4, 7), (5,), (5,), (4, 7), (4, 7), (7,), (4, 7), (7,), (4, 7), (4, 7), (5,), (4, 7), (7,), (5,), (5,), (7,), (7,), (4, 7), (5,), (7,), (7,), (7,), (7,), (7,), (5,), (7,), (7,), (5,), (7,), (5,), (5,), (4, 7), (7,), (5,), (7,), (7,), (7,), (7,), (7,), (4, 7), (4, 7), (5,), (4, 7), (7,), (7,), (7,), (4, 7), (7,), (5,), (7,), (5,), (4, 7), (4, 7), (5,), (7,), (4, 7), (5,))",BB,91.6713,5965.770999999998,6057.442299999998,5299.196211485176,5661.51213588164,0.198275,485.784205661921,33775.28491639073,1.0506981288322232,,,
YOLOv3,GLBGGBBGNLNLGBGBGLNNBLLLGLNGBGNBLGGBBGNGLLNGNLNLLLGGBGLBNGBGGGBNGBBBGBNGLNN,"((4, 7), (5,), (7,), (4, 7), (4, 7), (7,), (7,), (4, 7), (7,), (5,), (7,), (5,), (4, 7), (7,), (4, 7), (7,), (4, 7), (5,), (7,), (7,), (7,), (5,), (5,), (5,), (4, 7), (5,), (7,), (4, 7), (7,), (4, 7), (7,), (7,), (5,), (4, 7), (4, 7), (7,), (7,), (4, 7), (7,), (4, 7), (5,), (5,), (7,), (4, 7), (7,), (5,), (7,), (5,), (5,), (5,), (4, 7), (4, 7), (7,), (4, 7), (5,), (7,), (7,), (4, 7), (7,), (4, 7), (4, 7), (4, 7), (7,), (7,), (4, 7), (7,), (7,), (7,), (4, 7), (7,), (7,), (4, 7), (5,), (7,), (7,))",BB,91.349,6584.622700000002,6675.971700000002,5315.985069430955,5671.905384140728,0.135333,485.6099201074484,37347.35694466527,0.7194282074012994,,,
YOLOv3,GBNGGLGLNLBGGLNLGGNNGNBGBBBBBLLLLNBLNNBBGGGNNBNBGGBBLGBBGNGBBGGBGGLBNLNBBNL,"((4, 7), (7,), (7,), (4, 7), (4, 7), (5,), (4, 7), (5,), (7,), (5,), (7,), (4, 7), (4, 7), (5,), (7,), (5,), (4, 7), (4, 7), (7,), (7,), (4, 7), (7,), (7,), (4, 7), (7,), (7,), (7,), (7,), (7,), (5,), (5,), (5,), (5,), (7,), (7,), (5,), (7,), (7,), (7,), (7,), (4, 7), (4, 7), (4, 7), (7,), (7,), (7,), (7,), (7,), (4, 7), (4, 7), (7,), (7,), (5,), (4, 7), (7,), (7,), (4, 7), (7,), (4, 7), (7,), (7,), (4, 7), (4, 7), (7,), (4, 7), (4, 7), (5,), (7,), (7,), (5,), (7,), (7,), (7,), (7,), (5,))",BB,91.3307,6087.6841,6179.014800000001,5235.094144984229,5878.183981202306,0.190138,478.12481282731113,35784.52715923999,0.9953903305390114,,,
YOLOv3,BGNGNLLNBLLGBGBBGBLNBBLLGBBLNGGBGGBNBNGNLBLBBLLGBLGGGLBBLLGBLGLLLNBNLGLBBNG,"((7,), (4, 7), (7,), (4, 7), (7,), (5,), (5,), (7,), (7,), (5,), (5,), (4, 7), (7,), (4, 7), (7,), (7,), (4, 7), (7,), (5,), (7,), (7,), (7,), (5,), (5,), (4, 7), (7,), (7,), (5,), (7,), (4, 7), (4, 7), (7,), (4, 7), (4, 7), (7,), (7,), (7,), (7,), (4, 7), (7,), (5,), (7,), (5,), (7,), (7,), (5,), (5,), (4, 7), (7,), (5,), (4, 7), (4, 7), (4, 7), (5,), (7,), (7,), (5,), (5,), (4, 7), (7,), (5,), (4, 7), (5,), (5,), (5,), (7,), (7,), (7,), (5,), (4, 7), (5,), (7,), (7,), (7,), (4, 7))",BB,102.992,6141.2494,6244.2414,5300.699295118321,5949.058063883815,1.62674,545.9296218028262,36534.649265391636,8.622859571340777,,,
