graph,order,freq,host,input_time,task_time,total_time,input_power,task_power,output_time,input_e,task_e,output_e,total_e,power_efficiency,pipelinetime
YOLOv3,BNBLGGBBLGGNBGNNNNLLNNGLGNNLNBBLGBBBNBBGGLNLLLBLLLNNLNBLBBNGGNGBBLLBLNGNNNG,"((7,), (7,), (7,), (5,), (4, 7), (4, 7), (7,), (7,), (5,), (4, 7), (4, 7), (7,), (7,), (4, 7), (7,), (7,), (7,), (7,), (5,), (5,), (7,), (7,), (4, 7), (5,), (4, 7), (7,), (7,), (5,), (7,), (7,), (7,), (5,), (4, 7), (7,), (7,), (7,), (7,), (7,), (7,), (4, 7), (4, 7), (5,), (7,), (5,), (5,), (5,), (7,), (5,), (5,), (5,), (7,), (7,), (5,), (7,), (7,), (5,), (7,), (7,), (7,), (4, 7), (4, 7), (7,), (4, 7), (7,), (7,), (5,), (5,), (7,), (5,), (7,), (4, 7), (7,), (7,), (7,), (4, 7))",BB,,,,,,,,,,,,
YOLOv3,LBBGLGGLLLLNBLLNNNGGGLLGLLLLGGLNGGNLNNNLBLNBBGLNLNGBGNNBBGBNBLNBBLLLNNLNBNG,"((5,), (7,), (7,), (4, 7), (5,), (4, 7), (4, 7), (5,), (5,), (5,), (5,), (7,), (7,), (5,), (5,), (7,), (7,), (7,), (4, 7), (4, 7), (4, 7), (5,), (5,), (4, 7), (5,), (5,), (5,), (5,), (4, 7), (4, 7), (5,), (7,), (4, 7), (4, 7), (7,), (5,), (7,), (7,), (7,), (5,), (7,), (5,), (7,), (7,), (7,), (4, 7), (5,), (7,), (5,), (7,), (4, 7), (7,), (4, 7), (7,), (7,), (7,), (7,), (4, 7), (7,), (7,), (7,), (5,), (7,), (7,), (7,), (5,), (5,), (5,), (7,), (7,), (5,), (7,), (7,), (7,), (4, 7))",BB,,,,,,,,,,,,
YOLOv3,LBNNLGNNBGLNNBBLBNLGBGLBGBBNNLBNGNNLLBGGNNLLNNGNBGNLLBGBLGBGNGNLLBGGGGNGGBL,"((5,), (7,), (7,), (7,), (5,), (4, 7), (7,), (7,), (7,), (4, 7), (5,), (7,), (7,), (7,), (7,), (5,), (7,), (7,), (5,), (4, 7), (7,), (4, 7), (5,), (7,), (4, 7), (7,), (7,), (7,), (7,), (5,), (7,), (7,), (4, 7), (7,), (7,), (5,), (5,), (7,), (4, 7), (4, 7), (7,), (7,), (5,), (5,), (7,), (7,), (4, 7), (7,), (7,), (4, 7), (7,), (5,), (5,), (7,), (4, 7), (7,), (5,), (4, 7), (7,), (4, 7), (7,), (4, 7), (7,), (5,), (5,), (7,), (4, 7), (4, 7), (4, 7), (4, 7), (7,), (4, 7), (4, 7), (7,), (5,))",BB,,,,,,,,,,,,
YOLOv3,GGGLBBBBNGBNNLBGBBNNGNGBNBGLGLBGBBNBLGNNNGNGGNNBGLNBGGNGNNBLLGLBGLBNLGGBGLN,"((4, 7), (4, 7), (4, 7), (5,), (7,), (7,), (7,), (7,), (7,), (4, 7), (7,), (7,), (7,), (5,), (7,), (4, 7), (7,), (7,), (7,), (7,), (4, 7), (7,), (4, 7), (7,), (7,), (7,), (4, 7), (5,), (4, 7), (5,), (7,), (4, 7), (7,), (7,), (7,), (7,), (5,), (4, 7), (7,), (7,), (7,), (4, 7), (7,), (4, 7), (4, 7), (7,), (7,), (7,), (4, 7), (5,), (7,), (7,), (4, 7), (4, 7), (7,), (4, 7), (7,), (7,), (7,), (5,), (5,), (4, 7), (5,), (7,), (4, 7), (5,), (7,), (7,), (5,), (4, 7), (4, 7), (7,), (4, 7), (5,), (7,))",BB,,,,,,,,,,,,
YOLOv3,NBNNBGBLBGGBBLNNBBNNGNNGBBGGGNNNGGLBBNBLBBGNBLNLBNLLBGNBLBNGBBGBGBBNBBNGNNN,"((7,), (7,), (7,), (7,), (7,), (4, 7), (7,), (5,), (7,), (4, 7), (4, 7), (7,), (7,), (5,), (7,), (7,), (7,), (7,), (7,), (7,), (4, 7), (7,), (7,), (4, 7), (7,), (7,), (4, 7), (4, 7), (4, 7), (7,), (7,), (7,), (4, 7), (4, 7), (5,), (7,), (7,), (7,), (7,), (5,), (7,), (7,), (4, 7), (7,), (7,), (5,), (7,), (5,), (7,), (7,), (5,), (5,), (7,), (4, 7), (7,), (7,), (5,), (7,), (7,), (4, 7), (7,), (7,), (4, 7), (7,), (4, 7), (7,), (7,), (7,), (7,), (7,), (7,), (4, 7), (7,), (7,), (7,))",BB,,,,,,,,,,,,
YOLOv3,GNBGNLLLBLLLBGBLNBBBNGNLGGLBBBNGLGGBLLLBBLGNGBBGNBLGNNLGBLBNLGGGGLLBLBNBBBL,"((4, 7), (7,), (7,), (4, 7), (7,), (5,), (5,), (5,), (7,), (5,), (5,), (5,), (7,), (4, 7), (7,), (5,), (7,), (7,), (7,), (7,), (7,), (4, 7), (7,), (5,), (4, 7), (4, 7), (5,), (7,), (7,), (7,), (7,), (4, 7), (5,), (4, 7), (4, 7), (7,), (5,), (5,), (5,), (7,), (7,), (5,), (4, 7), (7,), (4, 7), (7,), (7,), (4, 7), (7,), (7,), (5,), (4, 7), (7,), (7,), (5,), (4, 7), (7,), (5,), (7,), (7,), (5,), (4, 7), (4, 7), (4, 7), (4, 7), (5,), (5,), (7,), (5,), (7,), (7,), (7,), (7,), (7,), (5,))",BB,,,,,,,,,,,,
YOLOv3,BGGBGGGLGLLNNBLBLGNNGBLLNNBBLNNNNBGNNNNLBGGNBLNGGGNNNLLBGLNLLNBLBGLNBNNGLBG,"((7,), (4, 7), (4, 7), (7,), (4, 7), (4, 7), (4, 7), (5,), (4, 7), (5,), (5,), (7,), (7,), (7,), (5,), (7,), (5,), (4, 7), (7,), (7,), (4, 7), (7,), (5,), (5,), (7,), (7,), (7,), (7,), (5,), (7,), (7,), (7,), (7,), (7,), (4, 7), (7,), (7,), (7,), (7,), (5,), (7,), (4, 7), (4, 7), (7,), (7,), (5,), (7,), (4, 7), (4, 7), (4, 7), (7,), (7,), (7,), (5,), (5,), (7,), (4, 7), (5,), (7,), (5,), (5,), (7,), (7,), (5,), (7,), (4, 7), (5,), (7,), (7,), (7,), (7,), (4, 7), (5,), (7,), (4, 7))",BB,,,,,,,,,,,,
YOLOv3,GLNNBBBLNLGNNNLBLBBLBNBLLBNBBNBNBGBBGGBBLBBLGGLGGBNGNGLNLGNNLLLNLLGBLGNGLLL,"((4, 7), (5,), (7,), (7,), (7,), (7,), (7,), (5,), (7,), (5,), (4, 7), (7,), (7,), (7,), (5,), (7,), (5,), (7,), (7,), (5,), (7,), (7,), (7,), (5,), (5,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (4, 7), (7,), (7,), (4, 7), (4, 7), (7,), (7,), (5,), (7,), (7,), (5,), (4, 7), (4, 7), (5,), (4, 7), (4, 7), (7,), (7,), (4, 7), (7,), (4, 7), (5,), (7,), (5,), (4, 7), (7,), (7,), (5,), (5,), (5,), (7,), (5,), (5,), (4, 7), (7,), (5,), (4, 7), (7,), (4, 7), (5,), (5,), (5,))",BB,,,,,,,,,,,,
YOLOv3,NLNLLNLGBNBLGBBNGGBLGNLGBNBLBBNBLLNGNLNLNBLGLGLBGLLLGLGBLGLGGGBNNLLLNLGNLGN,"((7,), (5,), (7,), (5,), (5,), (7,), (5,), (4, 7), (7,), (7,), (7,), (5,), (4, 7), (7,), (7,), (7,), (4, 7), (4, 7), (7,), (5,), (4, 7), (7,), (5,), (4, 7), (7,), (7,), (7,), (5,), (7,), (7,), (7,), (7,), (5,), (5,), (7,), (4, 7), (7,), (5,), (7,), (5,), (7,), (7,), (5,), (4, 7), (5,), (4, 7), (5,), (7,), (4, 7), (5,), (5,), (5,), (4, 7), (5,), (4, 7), (7,), (5,), (4, 7), (5,), (4, 7), (4, 7), (4, 7), (7,), (7,), (7,), (5,), (5,), (5,), (7,), (5,), (4, 7), (7,), (5,), (4, 7), (7,))",BB,,,,,,,,,,,,
YOLOv3,GBGLLBNBLGNLLLNGBBBBNGBNBLNNGLNGLLGGNLGNLNGLGGGGNLGBGNGLNLGLLBGBGBGLBLGGGLL,"((4, 7), (7,), (4, 7), (5,), (5,), (7,), (7,), (7,), (5,), (4, 7), (7,), (5,), (5,), (5,), (7,), (4, 7), (7,), (7,), (7,), (7,), (7,), (4, 7), (7,), (7,), (7,), (5,), (7,), (7,), (4, 7), (5,), (7,), (4, 7), (5,), (5,), (4, 7), (4, 7), (7,), (5,), (4, 7), (7,), (5,), (7,), (4, 7), (5,), (4, 7), (4, 7), (4, 7), (4, 7), (7,), (5,), (4, 7), (7,), (4, 7), (7,), (4, 7), (5,), (7,), (5,), (4, 7), (5,), (5,), (7,), (4, 7), (7,), (4, 7), (7,), (4, 7), (5,), (7,), (5,), (4, 7), (4, 7), (4, 7), (5,), (5,))",BB,,,,,,,,,,,,
YOLOv3,GLNBGGBLBGNNGNBLGNNBNBNNNBNBLBNGLBBLGNNGLGGGNLLNGLBNGBGBGLNGNBGGNNLNNNGLGGN,"((4, 7), (5,), (7,), (7,), (4, 7), (4, 7), (7,), (5,), (7,), (4, 7), (7,), (7,), (4, 7), (7,), (7,), (5,), (4, 7), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (5,), (7,), (7,), (4, 7), (5,), (7,), (7,), (5,), (4, 7), (7,), (7,), (4, 7), (5,), (4, 7), (4, 7), (4, 7), (7,), (5,), (5,), (7,), (4, 7), (5,), (7,), (7,), (4, 7), (7,), (4, 7), (7,), (4, 7), (5,), (7,), (4, 7), (7,), (7,), (4, 7), (4, 7), (7,), (7,), (5,), (7,), (7,), (7,), (4, 7), (5,), (4, 7), (4, 7), (7,))",BB,,,,,,,,,,,,
YOLOv3,LNLLBBLGLNLBBNNNLBLGLBNNLGLLGLLGLGGGBNGGBNNBLNNNNBBGNGGGNLGNGLNLGGNGNBGNLNL,"((5,), (7,), (5,), (5,), (7,), (7,), (5,), (4, 7), (5,), (7,), (5,), (7,), (7,), (7,), (7,), (7,), (5,), (7,), (5,), (4, 7), (5,), (7,), (7,), (7,), (5,), (4, 7), (5,), (5,), (4, 7), (5,), (5,), (4, 7), (5,), (4, 7), (4, 7), (4, 7), (7,), (7,), (4, 7), (4, 7), (7,), (7,), (7,), (7,), (5,), (7,), (7,), (7,), (7,), (7,), (7,), (4, 7), (7,), (4, 7), (4, 7), (4, 7), (7,), (5,), (4, 7), (7,), (4, 7), (5,), (7,), (5,), (4, 7), (4, 7), (7,), (4, 7), (7,), (7,), (4, 7), (7,), (5,), (7,), (5,))",BB,,,,,,,,,,,,
YOLOv3,LBGNLGLBNNBGLNBLLGGLLNLLNGGBLGLGLGNGLNGNNBNBLLBGNBLGBGLNLGLBGGLGBGNGGBGBLLG,"((5,), (7,), (4, 7), (7,), (5,), (4, 7), (5,), (7,), (7,), (7,), (7,), (4, 7), (5,), (7,), (7,), (5,), (5,), (4, 7), (4, 7), (5,), (5,), (7,), (5,), (5,), (7,), (4, 7), (4, 7), (7,), (5,), (4, 7), (5,), (4, 7), (5,), (4, 7), (7,), (4, 7), (5,), (7,), (4, 7), (7,), (7,), (7,), (7,), (7,), (5,), (5,), (7,), (4, 7), (7,), (7,), (5,), (4, 7), (7,), (4, 7), (5,), (7,), (5,), (4, 7), (5,), (7,), (4, 7), (4, 7), (5,), (4, 7), (7,), (4, 7), (7,), (4, 7), (4, 7), (7,), (4, 7), (7,), (5,), (5,), (4, 7))",BB,,,,,,,,,,,,
YOLOv3,NGLGNNLBNNBGLNLGLGNGBLBLBGBGLBNLGBBBNLBBLBLGNLLBBBLBBBBGLBGBBBLNNBLGLBLLNNN,"((7,), (4, 7), (5,), (4, 7), (7,), (7,), (5,), (7,), (7,), (7,), (7,), (4, 7), (5,), (7,), (5,), (4, 7), (5,), (4, 7), (7,), (4, 7), (7,), (5,), (7,), (5,), (7,), (4, 7), (7,), (4, 7), (5,), (7,), (7,), (5,), (4, 7), (7,), (7,), (7,), (7,), (5,), (7,), (7,), (5,), (7,), (5,), (4, 7), (7,), (5,), (5,), (7,), (7,), (7,), (5,), (7,), (7,), (7,), (7,), (4, 7), (5,), (7,), (4, 7), (7,), (7,), (7,), (5,), (7,), (7,), (7,), (5,), (4, 7), (5,), (7,), (5,), (5,), (7,), (7,), (7,))",BB,,,,,,,,,,,,
YOLOv3,BLGBBGGBLLBBGLGNBBLLLGBLBNLNLNBLBGGNBGNNGNBBNNBBGBBNNLBNGGLLBBBBLGLGGBLLGGN,"((7,), (5,), (4, 7), (7,), (7,), (4, 7), (4, 7), (7,), (5,), (5,), (7,), (7,), (4, 7), (5,), (4, 7), (7,), (7,), (7,), (5,), (5,), (5,), (4, 7), (7,), (5,), (7,), (7,), (5,), (7,), (5,), (7,), (7,), (5,), (7,), (4, 7), (4, 7), (7,), (7,), (4, 7), (7,), (7,), (4, 7), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (4, 7), (7,), (7,), (7,), (7,), (5,), (7,), (7,), (4, 7), (4, 7), (5,), (5,), (7,), (7,), (7,), (7,), (5,), (4, 7), (5,), (4, 7), (4, 7), (7,), (5,), (5,), (4, 7), (4, 7), (7,))",BB,,,,,,,,,,,,
YOLOv3,LLLGGNNNGNBLBLBGBBLLNGBGBLGGLNBGNBGBBLBLLGNLNGBNGLLNGBBGLLNNNBBLBNBGBGGGGLN,"((5,), (5,), (5,), (4, 7), (4, 7), (7,), (7,), (7,), (4, 7), (7,), (7,), (5,), (7,), (5,), (7,), (4, 7), (7,), (7,), (5,), (5,), (7,), (4, 7), (7,), (4, 7), (7,), (5,), (4, 7), (4, 7), (5,), (7,), (7,), (4, 7), (7,), (7,), (4, 7), (7,), (7,), (5,), (7,), (5,), (5,), (4, 7), (7,), (5,), (7,), (4, 7), (7,), (7,), (4, 7), (5,), (5,), (7,), (4, 7), (7,), (7,), (4, 7), (5,), (5,), (7,), (7,), (7,), (7,), (7,), (5,), (7,), (7,), (7,), (4, 7), (7,), (4, 7), (4, 7), (4, 7), (4, 7), (5,), (7,))",BB,,,,,,,,,,,,
YOLOv3,GGGBNBBGGNGNGGBGGNNNNBLNGBLGNBLGBNNGLBNBBGNLGNLGLBLBGGBLLLBLNBNGBNNGGGLNNNN,"((4, 7), (4, 7), (4, 7), (7,), (7,), (7,), (7,), (4, 7), (4, 7), (7,), (4, 7), (7,), (4, 7), (4, 7), (7,), (4, 7), (4, 7), (7,), (7,), (7,), (7,), (7,), (5,), (7,), (4, 7), (7,), (5,), (4, 7), (7,), (7,), (5,), (4, 7), (7,), (7,), (7,), (4, 7), (5,), (7,), (7,), (7,), (7,), (4, 7), (7,), (5,), (4, 7), (7,), (5,), (4, 7), (5,), (7,), (5,), (7,), (4, 7), (4, 7), (7,), (5,), (5,), (5,), (7,), (5,), (7,), (7,), (7,), (4, 7), (7,), (7,), (7,), (4, 7), (4, 7), (4, 7), (5,), (7,), (7,), (7,), (7,))",BB,,,,,,,,,,,,
YOLOv3,BGGGNGLNLBBLBLBGLGGLNGBBLGBGBLGBBLLNLGBNGGNBBNGBLBNGBBGLLNNBNBNGBGBNNNNBLLN,"((7,), (4, 7), (4, 7), (4, 7), (7,), (4, 7), (5,), (7,), (5,), (7,), (7,), (5,), (7,), (5,), (7,), (4, 7), (5,), (4, 7), (4, 7), (5,), (7,), (4, 7), (7,), (7,), (5,), (4, 7), (7,), (4, 7), (7,), (5,), (4, 7), (7,), (7,), (5,), (5,), (7,), (5,), (4, 7), (7,), (7,), (4, 7), (4, 7), (7,), (7,), (7,), (7,), (4, 7), (7,), (5,), (7,), (7,), (4, 7), (7,), (7,), (4, 7), (5,), (5,), (7,), (7,), (7,), (7,), (7,), (7,), (4, 7), (7,), (4, 7), (7,), (7,), (7,), (7,), (7,), (7,), (5,), (5,), (7,))",BB,,,,,,,,,,,,
YOLOv3,BNBLNGLBBNBNLNBLGLNGLBLBBGNLGBGGNLNGGLNBLGBBBNBBBBNGNNBNGGGLLLBLGBBNLGLNBGB,"((7,), (7,), (7,), (5,), (7,), (4, 7), (5,), (7,), (7,), (7,), (7,), (7,), (5,), (7,), (7,), (5,), (4, 7), (5,), (7,), (4, 7), (5,), (7,), (5,), (7,), (7,), (4, 7), (7,), (5,), (4, 7), (7,), (4, 7), (4, 7), (7,), (5,), (7,), (4, 7), (4, 7), (5,), (7,), (7,), (5,), (4, 7), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (4, 7), (7,), (7,), (7,), (7,), (4, 7), (4, 7), (4, 7), (5,), (5,), (5,), (7,), (5,), (4, 7), (7,), (7,), (7,), (5,), (4, 7), (5,), (7,), (7,), (4, 7), (7,))",BB,,,,,,,,,,,,
YOLOv3,LLBBGNBNLNBGNNNBNLNLNLBGLLLBBGLBGLBGLLLGBLGGGGGBGBGGLBNBLGGGLGNNNGNGNNBLLNN,"((5,), (5,), (7,), (7,), (4, 7), (7,), (7,), (7,), (5,), (7,), (7,), (4, 7), (7,), (7,), (7,), (7,), (7,), (5,), (7,), (5,), (7,), (5,), (7,), (4, 7), (5,), (5,), (5,), (7,), (7,), (4, 7), (5,), (7,), (4, 7), (5,), (7,), (4, 7), (5,), (5,), (5,), (4, 7), (7,), (5,), (4, 7), (4, 7), (4, 7), (4, 7), (4, 7), (7,), (4, 7), (7,), (4, 7), (4, 7), (5,), (7,), (7,), (7,), (5,), (4, 7), (4, 7), (4, 7), (5,), (4, 7), (7,), (7,), (7,), (4, 7), (7,), (4, 7), (7,), (7,), (7,), (5,), (5,), (7,), (7,))",BB,,,,,,,,,,,,
YOLOv3,NGLNBGNGLGBBLGBBNBLBBNGBGLGBGBLLNNNNLLNGNGNNGNNBNLBGGLGGGNNLLLLLNGGBLLGGLLB,"((7,), (4, 7), (5,), (7,), (7,), (4, 7), (7,), (4, 7), (5,), (4, 7), (7,), (7,), (5,), (4, 7), (7,), (7,), (7,), (7,), (5,), (7,), (7,), (7,), (4, 7), (7,), (4, 7), (5,), (4, 7), (7,), (4, 7), (7,), (5,), (5,), (7,), (7,), (7,), (7,), (5,), (5,), (7,), (4, 7), (7,), (4, 7), (7,), (7,), (4, 7), (7,), (7,), (7,), (7,), (5,), (7,), (4, 7), (4, 7), (5,), (4, 7), (4, 7), (4, 7), (7,), (7,), (5,), (5,), (5,), (5,), (5,), (7,), (4, 7), (4, 7), (7,), (5,), (5,), (4, 7), (4, 7), (5,), (5,), (7,))",BB,,,,,,,,,,,,
YOLOv3,GBLBBGBGLBLGNBGGBLBNGNNNGNLLNGLBGNLBGGLBNNBGLLGBBGGNBNBBBLGGGBBBNLNLBGGGBGB,"((4, 7), (7,), (5,), (7,), (7,), (4, 7), (7,), (4, 7), (5,), (7,), (5,), (4, 7), (7,), (7,), (4, 7), (4, 7), (7,), (5,), (7,), (7,), (4, 7), (7,), (7,), (7,), (4, 7), (7,), (5,), (5,), (7,), (4, 7), (5,), (7,), (4, 7), (7,), (5,), (7,), (4, 7), (4, 7), (5,), (7,), (7,), (7,), (7,), (4, 7), (5,), (5,), (4, 7), (7,), (7,), (4, 7), (4, 7), (7,), (7,), (7,), (7,), (7,), (7,), (5,), (4, 7), (4, 7), (4, 7), (7,), (7,), (7,), (7,), (5,), (7,), (5,), (7,), (4, 7), (4, 7), (4, 7), (7,), (4, 7), (7,))",BB,,,,,,,,,,,,
YOLOv3,BBGNLGGNGGBLNLGNBLBLGGNGNBBGLNBLLNNLLNBNLLNLLLBGLLNGNNBLGLGNGLLLBGLBGNBBNNN,"((7,), (7,), (4, 7), (7,), (5,), (4, 7), (4, 7), (7,), (4, 7), (4, 7), (7,), (5,), (7,), (5,), (4, 7), (7,), (7,), (5,), (7,), (5,), (4, 7), (4, 7), (7,), (4, 7), (7,), (7,), (7,), (4, 7), (5,), (7,), (7,), (5,), (5,), (7,), (7,), (5,), (5,), (7,), (7,), (7,), (5,), (5,), (7,), (5,), (5,), (5,), (7,), (4, 7), (5,), (5,), (7,), (4, 7), (7,), (7,), (7,), (5,), (4, 7), (5,), (4, 7), (7,), (4, 7), (5,), (5,), (5,), (7,), (4, 7), (5,), (7,), (4, 7), (7,), (7,), (7,), (7,), (7,), (7,))",BB,,,,,,,,,,,,
YOLOv3,NGLGBBGNNBBGNLNLNBBBLLLBGLLLGLGBLBGGNGGNGGBNLNBBGLLGBGNBBNGNBLBNGNBBBBNGGLL,"((7,), (4, 7), (5,), (4, 7), (7,), (7,), (4, 7), (7,), (7,), (7,), (7,), (4, 7), (7,), (5,), (7,), (5,), (7,), (7,), (7,), (7,), (5,), (5,), (5,), (7,), (4, 7), (5,), (5,), (5,), (4, 7), (5,), (4, 7), (7,), (5,), (7,), (4, 7), (4, 7), (7,), (4, 7), (4, 7), (7,), (4, 7), (4, 7), (7,), (7,), (5,), (7,), (7,), (7,), (4, 7), (5,), (5,), (4, 7), (7,), (4, 7), (7,), (7,), (7,), (7,), (4, 7), (7,), (7,), (5,), (7,), (7,), (4, 7), (7,), (7,), (7,), (7,), (7,), (7,), (4, 7), (4, 7), (5,), (5,))",BB,,,,,,,,,,,,
YOLOv3,LNLBBGLNLGNLBLBNNLNNGGBNGNBBGGGBNBGLBGNNLLNGGBBBBNLBGLNLBBLGBBLGBBBLGGLNBLL,"((5,), (7,), (5,), (7,), (7,), (4, 7), (5,), (7,), (5,), (4, 7), (7,), (5,), (7,), (5,), (7,), (7,), (7,), (5,), (7,), (7,), (4, 7), (4, 7), (7,), (7,), (4, 7), (7,), (7,), (7,), (4, 7), (4, 7), (4, 7), (7,), (7,), (7,), (4, 7), (5,), (7,), (4, 7), (7,), (7,), (5,), (5,), (7,), (4, 7), (4, 7), (7,), (7,), (7,), (7,), (7,), (5,), (7,), (4, 7), (5,), (7,), (5,), (7,), (7,), (5,), (4, 7), (7,), (7,), (5,), (4, 7), (7,), (7,), (7,), (5,), (4, 7), (4, 7), (5,), (7,), (7,), (5,), (5,))",BB,,,,,,,,,,,,
YOLOv3,GLLBBGGBBGBNLBGLBBNNNGGBNGNLBBLLBBBGBGNLNBNBNBBBNNNLGLGLNNGLLLLBNGBBNGGLNNG,"((4, 7), (5,), (5,), (7,), (7,), (4, 7), (4, 7), (7,), (7,), (4, 7), (7,), (7,), (5,), (7,), (4, 7), (5,), (7,), (7,), (7,), (7,), (7,), (4, 7), (4, 7), (7,), (7,), (4, 7), (7,), (5,), (7,), (7,), (5,), (5,), (7,), (7,), (7,), (4, 7), (7,), (4, 7), (7,), (5,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,), (5,), (4, 7), (5,), (4, 7), (5,), (7,), (7,), (4, 7), (5,), (5,), (5,), (5,), (7,), (7,), (4, 7), (7,), (7,), (7,), (4, 7), (4, 7), (5,), (7,), (7,), (4, 7))",BB,,,,,,,,,,,,
YOLOv3,NGGGLLLGGNLNGGNGGGBBBGBLGLGLNLGLLGBLNNNNNLBGBGNLBLBBGLGNNNNNNGLGGGLLBLBNGGN,"((7,), (4, 7), (4, 7), (4, 7), (5,), (5,), (5,), (4, 7), (4, 7), (7,), (5,), (7,), (4, 7), (4, 7), (7,), (4, 7), (4, 7), (4, 7), (7,), (7,), (7,), (4, 7), (7,), (5,), (4, 7), (5,), (4, 7), (5,), (7,), (5,), (4, 7), (5,), (5,), (4, 7), (7,), (5,), (7,), (7,), (7,), (7,), (7,), (5,), (7,), (4, 7), (7,), (4, 7), (7,), (5,), (7,), (5,), (7,), (7,), (4, 7), (5,), (4, 7), (7,), (7,), (7,), (7,), (7,), (7,), (4, 7), (5,), (4, 7), (4, 7), (4, 7), (5,), (5,), (7,), (5,), (7,), (7,), (4, 7), (4, 7), (7,))",BB,,,,,,,,,,,,
YOLOv3,LNNNNLBBLGNGGLNGGGNGLNLNGNGBBGLBBLLGBGNLBBBGBBNBNGLGNGLLNLLNBBBBLGGNBNGBGNL,"((5,), (7,), (7,), (7,), (7,), (5,), (7,), (7,), (5,), (4, 7), (7,), (4, 7), (4, 7), (5,), (7,), (4, 7), (4, 7), (4, 7), (7,), (4, 7), (5,), (7,), (5,), (7,), (4, 7), (7,), (4, 7), (7,), (7,), (4, 7), (5,), (7,), (7,), (5,), (5,), (4, 7), (7,), (4, 7), (7,), (5,), (7,), (7,), (7,), (4, 7), (7,), (7,), (7,), (7,), (7,), (4, 7), (5,), (4, 7), (7,), (4, 7), (5,), (5,), (7,), (5,), (5,), (7,), (7,), (7,), (7,), (7,), (5,), (4, 7), (4, 7), (7,), (7,), (7,), (4, 7), (7,), (4, 7), (7,), (5,))",BB,,,,,,,,,,,,
YOLOv3,NBGLLBNLLGBBBLGBBBNNLGLBBNGGNBBLLGBBNLLGBNLBNNGGNBBBGNBLLLNBGLNLLBNLBNGNLBG,"((7,), (7,), (4, 7), (5,), (5,), (7,), (7,), (5,), (5,), (4, 7), (7,), (7,), (7,), (5,), (4, 7), (7,), (7,), (7,), (7,), (7,), (5,), (4, 7), (5,), (7,), (7,), (7,), (4, 7), (4, 7), (7,), (7,), (7,), (5,), (5,), (4, 7), (7,), (7,), (7,), (5,), (5,), (4, 7), (7,), (7,), (5,), (7,), (7,), (7,), (4, 7), (4, 7), (7,), (7,), (7,), (7,), (4, 7), (7,), (7,), (5,), (5,), (5,), (7,), (7,), (4, 7), (5,), (7,), (5,), (5,), (7,), (7,), (5,), (7,), (7,), (4, 7), (7,), (5,), (7,), (4, 7))",BB,,,,,,,,,,,,
YOLOv3,GGNBNGGLGNGNLBGBLGLGLGGLGLNBNNNGBGNLGNNBBLLBLGLGNBGGLBGLLLGBNNBNBLLNNLBGBLN,"((4, 7), (4, 7), (7,), (7,), (7,), (4, 7), (4, 7), (5,), (4, 7), (7,), (4, 7), (7,), (5,), (7,), (4, 7), (7,), (5,), (4, 7), (5,), (4, 7), (5,), (4, 7), (4, 7), (5,), (4, 7), (5,), (7,), (7,), (7,), (7,), (7,), (4, 7), (7,), (4, 7), (7,), (5,), (4, 7), (7,), (7,), (7,), (7,), (5,), (5,), (7,), (5,), (4, 7), (5,), (4, 7), (7,), (7,), (4, 7), (4, 7), (5,), (7,), (4, 7), (5,), (5,), (5,), (4, 7), (7,), (7,), (7,), (7,), (7,), (7,), (5,), (5,), (7,), (7,), (5,), (7,), (4, 7), (7,), (5,), (7,))",BB,,,,,,,,,,,,
YOLOv3,LNGBLBBBBLGBLLLNLBNLGBNGGNLGLBBGGGNLGGLNNBBLBLBBNBBLLNBLGBLGBGGLBGNNNGBGBLN,"((5,), (7,), (4, 7), (7,), (5,), (7,), (7,), (7,), (7,), (5,), (4, 7), (7,), (5,), (5,), (5,), (7,), (5,), (7,), (7,), (5,), (4, 7), (7,), (7,), (4, 7), (4, 7), (7,), (5,), (4, 7), (5,), (7,), (7,), (4, 7), (4, 7), (4, 7), (7,), (5,), (4, 7), (4, 7), (5,), (7,), (7,), (7,), (7,), (5,), (7,), (5,), (7,), (7,), (7,), (7,), (7,), (5,), (5,), (7,), (7,), (5,), (4, 7), (7,), (5,), (4, 7), (7,), (4, 7), (4, 7), (5,), (7,), (4, 7), (7,), (7,), (7,), (4, 7), (7,), (4, 7), (7,), (5,), (7,))",BB,,,,,,,,,,,,
