graph,order,host,freq,input_time,task_time,output_time,total_time,input_power,task_power,input_e,task_e,output_e,total_e,power_efficiency,pipelinetime
Alex,LLLLLLLL,BB,"((2,), (2,), (2,), (2,), (2,), (2,), (2,), (2,))",59.7284,163.8046,0.353442,223.533,3023.122710622711,3958.124076270864,180.5662825091576,648.3589310639182,1.068498537087912,829.9937121101636,1.2048284046123854,223.533
Alex,LLLLLLLL,BB,"((3,), (3,), (3,), (3,), (3,), (3,), (3,), (3,))",48.3449,146.9841,0.308642,195.329,3099.575197190423,4207.18673171942,149.84865295065129,618.3895552937205,0.9566590880112466,769.1948673323831,1.30006067704022,195.329
Alex,LLLLLLLL,BB,"((4,), (4,), (4,), (4,), (4,), (4,), (4,), (4,))",40.6582,136.3248,0.273642,176.983,3177.7403846153848,4493.288134566413,129.20120410576925,612.5466062871393,0.8695632343269231,742.6173736272356,1.3465884794959837,176.983
Alex,LLLLLLLL,BB,"((5,), (5,), (5,), (5,), (5,), (5,), (5,), (5,))",34.5635,128.19549999999998,0.236279,162.759,3349.867628345889,4928.35875917986,115.78314977233316,631.7934153124417,0.7915033733579384,748.3680684581327,1.3362408715009797,162.759
Alex,BBBBBBBB,BB,"((0,), (0,), (0,), (0,), (0,), (0,), (0,), (0,))",63.7865,451.74050000000005,0.751333,515.527,3181.420695246782,3444.293676584006,202.93169117735889,1555.926947606897,2.3903063552218504,1761.248945139478,0.5677789064173477,515.527
Alex,BBBBBBBB,BB,"((1,), (1,), (1,), (1,), (1,), (1,), (1,), (1,))",43.266,300.903,0.391533,344.169,3206.531167756974,3721.828794592896,138.73377750417322,1119.909449779386,1.2554627677053911,1259.8986900512648,0.7937146120529027,344.169
Alex,BBBBBBBB,BB,"((2,), (2,), (2,), (2,), (2,), (2,), (2,), (2,))",31.8534,230.9976,0.302458,262.851,3351.463768115942,4002.697847981035,106.75551599130436,924.613596408784,1.0136770283768115,1032.382789428465,0.9686329627343048,262.851
Alex,BBBBBBBB,BB,"((3,), (3,), (3,), (3,), (3,), (3,), (3,), (3,))",25.8204,197.3366,0.273642,223.157,3526.233644311448,4268.775013249924,91.0487631895793,842.385547279695,0.9649256268966732,934.399236096171,1.070206354382205,223.157
Alex,BBBBBBBB,BB,"((4,), (4,), (4,), (4,), (4,), (4,), (4,), (4,))",21.7969,173.5531,0.221433,195.35,3784.050213675213,4618.481950560926,82.48056410245727,801.5518598138955,0.8379135909647435,884.8703375073175,1.1301090765648254,195.35
Alex,BBBBBBBB,BB,"((5,), (5,), (5,), (5,), (5,), (5,), (5,), (5,))",18.3419,160.9431,0.197458,179.285,4102.818540433926,4999.585338495144,75.25348738678501,804.6487630919578,0.8101343433570021,880.7123848220998,1.1354444620442072,179.285
Alex,BBBBBBBB,BB,"((6,), (6,), (6,), (6,), (6,), (6,), (6,), (6,))",16.2035,152.3275,0.176867,168.531,4440.062937062937,5422.72917239734,71.94455980069928,826.030778008356,0.7853006114895104,898.7606384205449,1.112643297060016,168.531
Alex,BBBBBBBB,BB,"((7,), (7,), (7,), (7,), (7,), (7,), (7,), (7,))",14.4985,146.5185,0.163975,161.017,4924.2463092463095,6058.798011473928,71.39418511460762,887.7259964441428,0.8074532885586636,959.927634847309,1.0417451938020983,161.017
Alex,GGGGGGGG,BB,"((0, 7), (0, 7), (0, 7), (0, 7), (0, 7), (0, 7), (0, 7), (0, 7))",13.029,300.596,0.349767,313.625,4684.48717948718,3876.1722458994136,61.03418346153847,1165.16187242838,1.6384790273076923,1227.8345349172264,0.8144419883640219,313.625
Alex,GGGGGGGG,BB,"((1, 7), (1, 7), (1, 7), (1, 7), (1, 7), (1, 7), (1, 7), (1, 7))",12.883,208.106,0.335796,220.989,4625.247863247863,4156.4202852113995,59.587068222222214,864.9759998742035,1.5531397314871795,926.1162078279128,1.0797781007907983,220.989
Alex,GGGGGGGG,BB,"((2, 7), (2, 7), (2, 7), (2, 7), (2, 7), (2, 7), (2, 7), (2, 7))",12.9873,164.4357,0.411396,177.423,4663.316239316239,4496.499653083977,60.563886994871794,739.385068004621,1.9184696475897436,801.8674246470825,1.2470889442105961,177.423
